DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI
Q93008,O00512,1,8.998,4.09,0.14365895092487335
Q93008,Q8WTU0,1,2.28,2.28,0.0678509920835495
Q9Y6I4,Q15022,1,4.3776,2.28,0.028835846111178398
P40818,P48431,1,23.440608,11.7792,0.18422603607177734
P54252,Q13635,1,2.18,1.0,0.975837230682373
Q9Y6I4,O95863,1,1.9536,1.32,0.8076144456863403
P45974,P49411,1,8.2176,4.28,0.05281663313508034
Q93008,O14684,1,2.8776,1.32,0.9313761591911316
O94782,P10914,1,4.5372,2.28,0.9544686079025269
Q93008,O14641,1,37.225728,12.3264,0.34168779850006104
Q70CQ1,Q9HC16,1,1.32,1.32,0.020672442391514778
Q9UPT9,Q9NZQ7,1,1.92,1.0,0.0363118015229702
Q8TEY7,O60260,1,14.8467,4.09,0.2851950228214264
Q9P275,Q15910,1,3.3744,2.28,0.034850314259529114
Q93009,Q16204,1,13.6604,9.23,0.9561969637870789
Q5VV17,Q07820,1,1.9536,1.32,0.9981243014335632
P54578,P14635,1,4.9704,2.28,0.9269874691963196
Q9H0E7,P09467,1,1.9536,1.32,0.9772566556930542
Q92560,P46531,1,40.47715584,3.8016,0.3807821571826935
Q93008,P38398,1,71.4489984,6.566399999999999,0.45557448267936707
Q93009,P11474,1,39.20304,14.204,0.445695698261261
Q93009,O15169,1,55.3284864,6.566399999999999,0.318851500749588
P51784,P62136,1,2.5344,1.32,0.04846477881073952
P54252,O43474,1,11.5666,1.0,0.8564146161079407
P15374,Q08050,1,1.9536,1.32,0.8507625460624695
Q9Y6I4,Q13887,1,3.3744,2.28,0.809349775314331
P54252,Q9BXW4,1,1.99,1.0,0.039727579802274704
P54252,O95166,1,3.63,1.0,0.039727579802274704
O00487,P62993,1,1.99,1.0,0.060034263879060745
O00487,Q04771,1,7.722,1.32,0.23182043433189392
Q93009,O15524,1,54.8262,9.23,0.1733156144618988
Q14694,Q13485,1,14.44608,6.566399999999999,0.707700252532959
P45974,Q92769,1,14.27904,9.648,0.4320398271083832
Q93009,P53350,1,73.367424,26.5824,0.3475056290626526
P54578,P12956,1,4.5372,2.28,0.7576304078102112
Q14694,O43474,1,8.998,4.09,0.7896589040756226
Q9UPT9,Q16665,1,35.573184,11.7792,0.1578740030527115
Q93009,Q8NHW3,1,18.3677,9.23,0.9765199422836304
Q93009,O75444,1,34.163922,9.23,0.9813548922538757
P35125,Q05586,1,8.287488,3.8016,0.679484486579895
P45974,P19544,1,4.958,3.35,0.8263149261474609
P09936,P36897,1,19.21128,2.28,0.5595682859420776
P09936,P36897,1,19.21128,2.28,0.5595682859420776
Q8TEY7,P28562,1,32.553216,16.3584,0.08932633697986603
Q9Y6I4,Q9HAW4,1,7.8752,4.28,0.9998772144317627
P51784,O14497,1,6.3344,4.28,0.005127700045704842
Q96RU2,Q9HA47,1,1.32,1.32,0.012091206386685371
Q9UK80,P15407,1,1.9536,1.32,0.9262241125106812
Q9Y4E8,P55212,1,1.99,1.0,0.7784953117370605
Q9H0E7,Q86WV6,1,48.7344,22.152,0.7307738065719604
Q86T82,O95863,1,1.9536,1.32,0.8150215744972229
Q14694,P43405,1,6.2928,2.28,0.3297978341579437
A6NNY8,O95786,1,34.509784,17.3416,0.9782158732414246
Q92995,Q8NEB9,1,3.6432,1.32,0.19573748111724854
Q93009,P23759,1,26.82144,9.648,0.2677280306816101
Q9Y5T5,P62979,1,1.48,1.0,0.10331181436777115
P45974,Q9Y4K3,1,256.42346368,24.0832,0.7081129550933838
Q9H0E7,O15169,1,13.067136,6.566399999999999,0.34200605750083923
Q9Y2K6,Q13501,1,11.021208,1.32,0.11819109320640564
Q9UMW8,Q15672,1,39.341952,26.5824,0.9262840151786804
P09936,Q15796,1,31.698612,2.28,0.7826759815216064
P09936,P84022,1,31.698612,2.28,0.7826759815216064
Q9Y6I4,P30304,1,2.4288,1.32,0.5230057239532471
Q9NQC7,P59044,1,8.5172,4.28,0.9075482487678528
Q93009,Q15910,1,51.870456,2.28,0.037677764892578125
Q9HBJ7,Q8N884,1,2.6268,1.32,0.9503406286239624
Q86T82,Q99814,1,12.082176,6.566399999999999,0.17150698602199554
Q96BN8,O75143,1,1.48,1.0,0.16834601759910583
Q13107,Q15672,1,280.99723392,26.5824,0.932253897190094
Q5T2D3,P04637,1,97.6482,16.692,0.8891919851303101
Q9UHP3,P46531,1,24.63456,3.35,0.3219444453716278
Q96RU2,P46531,1,38.74811,3.35,0.31263142824172974
Q9H0E7,Q9BZS1,1,23.440608,11.7792,0.8346361517906189
Q9UPT9,Q92905,1,4.5372,2.28,0.5253575444221497
P62068,P06733,1,2.5344,1.32,0.9009546041488647
Q9UMW8,O95863,1,1.9536,1.32,0.7964422106742859
Q93009,Q07820,1,32.0322816,3.8016,0.9958195686340332
Q9Y4E8,Q9UHD2,1,8.36352,3.8016,0.35292813181877136
P40818,Q4U2R8,1,6.8856,2.28,0.30437806248664856
Q92560,Q15831,1,2.6268,1.32,0.5132984519004822
Q96G74,Q14258,1,12.1605,3.35,0.13048942387104034
Q9Y4E8,Q9NVV4,1,2.2,1.0,0.010765878483653069
Q93009,P30304,1,2.904,1.32,0.4858166575431824
O15372,O95863,1,5.626368,3.8016,0.8726166486740112
Q93009,Q16778,1,228.94092,39.135200000000005,0.9938661456108093
Q93009,Q9H8V3,1,4.5372,2.28,0.11438120901584625
Q9Y2K6,O43623,1,2.4288,1.32,0.7970762252807617
Q9Y4E8,Q6N021,1,2.4288,1.32,0.6486667990684509
Q9UMW8,P46531,1,4.958,3.35,0.3102000653743744
Q7L8S5,O00429,1,6.6665,3.35,0.001014965819194913
Q5VVJ2,Q86WV6,1,2.904,1.32,0.7052270174026489
Q9Y4E8,Q9H257,1,1.99,1.0,0.0034230619203299284
Q14694,P48764,1,8.2764,2.28,0.9174537658691406
Q93009,P48764,1,4.1952,2.28,0.9122549891471863
Q504Q3,Q99708,1,4.3776,2.28,0.7409245371818542
O94782,Q9BZK7,1,5.626368,3.8016,0.113795705139637
Q93009,Q96PU5,1,138.31251424,18.1472,0.05561358854174614
O94782,Q16635,1,2.28,2.28,0.0007880976190790534
O94782,P03372,1,50.04713088,6.566399999999999,0.4586973786354065
Q53GS9,P42224,1,16.067616,2.28,0.0071477750316262245
Q9Y4E8,Q13451,1,5.2992,2.88,0.6828905344009399
Q4G0A6,Q08050,1,1.48,1.0,0.8384968042373657
P54252,Q15382,1,2.18,1.0,0.10406200587749481
Q14694,P24385,1,7.8408,1.32,0.8955826163291931
Q92995,Q96P20,1,6.994944,3.8016,0.7603153586387634
P40818,Q16620,1,54.438192,17.966399999999997,0.3507085144519806
Q96FW1,Q9NZQ7,1,2.8776,1.32,0.01689578965306282
Q5VV17,Q9HCE7,1,4.3608,2.76,0.0500686950981617
P51784,Q15233,1,22.675488,10.4016,0.0713263601064682
Q93008,Q6R327,1,6.3384,2.28,0.02949221432209015
Q9UK80,Q15910,1,4.5372,2.28,0.035391662269830704
Q70EL4,P37275,1,6.3344,4.28,0.7965894341468811
Q6GQQ9,P08069,1,89.77752864,11.7792,0.21740759909152985
Q9UMW8,Q9C0B1,1,1.9536,1.32,0.47805485129356384
P51784,Q16236,1,6.432,3.35,0.7713701128959656
Q93009,Q96C12,1,10.8914,9.23,0.36699795722961426
Q9Y5T5,P01106,1,254.57869056,24.0832,0.8175522089004517
Q93008,Q9H3R0,1,11.2884,4.09,0.04839901626110077
Q96JH7,Q9H040,1,1.9536,1.32,0.0018380387919023633
P51784,Q9H040,1,2.4288,1.32,0.018003640696406364
Q9UPT9,Q15465,1,3.9996,1.32,0.9617868661880493
Q14694,Q9GZQ8,1,3.6432,1.32,0.08672015368938446
Q92995,Q92547,1,2.5344,1.32,0.1611671894788742
P51784,O00425,1,19.138944,10.4016,0.05541214719414711
Q6GQQ9,P35222,1,2.2,1.0,0.45938101410865784
Q9UGI0,Q8NEB9,1,3.6432,1.32,0.1657121777534485
Q96FW1,P43246,1,3.6696,1.32,0.8250700235366821
Q9P275,Q05195,1,5.626368,3.8016,0.9585947394371033
Q53GS9,P37275,1,6.3344,4.28,0.7867206335067749
Q9NQC7,P42773,1,1.99,1.0,0.2359747737646103
Q7L8S5,O14965,1,1.48,1.0,0.1580093502998352
Q8TEY7,P01106,1,52.98304,24.0832,0.8127303719520569
P54578,Q9UPN3,1,8.2176,4.28,0.001196668017655611
P54578,Q96RJ0,1,13.799808,3.8016,0.9059922695159912
P54578,P25963,1,6.2928,2.28,0.31971871852874756
Q9Y6I4,P04198,1,36.112928,18.1472,0.7637627124786377
Q9UPT9,P46937,1,13.067136,6.566399999999999,0.13358484208583832
Q14694,Q8WX94,1,4.1952,2.28,0.8247904777526855
Q9UGI0,Q9ULT8,1,5.626368,3.8016,0.24175086617469788
Q86UV5,Q8N6T7,1,14.27904,9.648,0.32154518365859985
O94782,O95863,1,2.6268,1.32,0.7858487963676453
Q93009,Q16656,1,9.0115,3.35,0.9579052329063416
Q93009,P00519,1,72.54821376,6.566399999999999,0.3179057538509369
Q70EK8,P25963,1,2.28,2.28,0.3597608208656311
O94966,Q8IVP5,1,2.8776,1.32,0.8977811932563782
P62068,P26927,1,8.2176,4.28,0.02139277756214142
Q6GQQ9,O60341,1,2.904,1.32,0.32138437032699585
Q9Y6I4,Q01860,1,50.449216,18.1472,0.786098062992096
Q92560,P60484,1,2.904,1.32,0.772041916847229
Q8NB14,P01106,1,35.643136,24.0832,0.8001604080200195
O95630,P00533,1,56.015388,5.148,0.1657196283340454
O95630,P00533,1,56.015388,5.148,0.1657196283340454
Q93008,Q9H6Z9,1,5.94,1.0,0.008795763365924358
Q9P2H5,P03372,1,9.718272,6.566399999999999,0.45985978841781616
O94966,Q9Y6Q9,1,25.91424,11.7792,0.15817047655582428
O94782,P62249,1,1.32,1.32,0.005488852504640818
Q96BN8,P37023,1,10.568448,3.8016,0.783378541469574
Q70EK9,Q8WYQ5,1,4.3776,2.28,0.0038519827648997307
Q9Y4E8,P35659,1,2.6268,1.32,0.016418157145380974
P09936,P25963,1,8.36352,3.8016,0.3928038775920868
Q8N5J2,P46937,1,1.48,1.0,0.32350727915763855
Q9UPT9,O75461,1,2.6268,1.32,0.4178614020347595
Q14694,P15880,1,1.9536,1.32,4.665194865083322e-06
Q6R6M4,Q16236,1,2.6268,1.32,0.7341771125793457
Q9Y4E8,P60842,1,9.328,4.24,0.12095962464809418
O94782,P55060,0,2.28,2.28,0.05073075369000435
O94782,Q13107,0,8.1391,4.09,0.04275045171380043
O94782,Q9H3U1,0,3.8016,3.8016,0.6338788270950317
O94782,O14544,0,1.32,1.32,0.15518970787525177
O94782,Q8IZ83,0,1.32,1.32,0.05177345499396324
O94782,O15131,0,17.3416,17.3416,0.02288176864385605
O94782,Q5VXU3,0,2.28,2.28,0.7591466307640076
P35125,Q8N8A2,0,7.8621,2.19,0.32575446367263794
Q6R6M4,P0C7H9,0,1.27,1.0,0.03529617562890053
Q6R6M4,Q14145,0,10.4512,5.68,0.17118418216705322
Q9UPT9,Q96ES7,0,5.4264,1.36,0.10408874601125717
Q9UPT9,O15511,0,3.9864,1.32,0.6972718238830566
Q9UPT9,P41252,0,4.3776,2.28,0.002421474549919367
Q9UPT9,Q6UWR7,0,2.5344,1.32,0.04278403893113136
Q9UPT9,Q15393,0,2.5344,1.32,0.0012716655619442463
Q9UPT9,P61160,0,3.6696,1.32,0.06350068002939224
Q9UPT9,P29016,0,6.9084,2.28,0.1660260558128357
Q92995,Q15038,0,19.21128,2.28,0.46128809452056885
Q92995,Q9BUL9,0,1.9536,1.32,0.09380988031625748
Q92995,P55072,0,8.2764,2.28,0.05427250638604164
Q92995,P36957,0,25.6594,9.23,0.01113849226385355
Q92995,Q13571,0,2.4552,1.32,0.0204609464854002
P45974,Q9BZF1,0,5.626368,3.8016,0.07074883580207825
P45974,Q9BYV2,0,1.9536,1.32,0.15955252945423126
P45974,Q9NYL9,0,1.32,1.32,0.0263980645686388
P45974,P62140,0,2.5344,1.32,0.03929208964109421
P45974,Q96C12,0,9.23,9.23,0.3559265434741974
P45974,O00488,0,2.6268,1.32,0.9854997992515564
P51784,Q14781,0,24.8571,6.39,0.022234439849853516
P51784,Q96DT6,0,1.36,1.36,0.05640729144215584
P51784,P31689,0,1.9536,1.32,0.029011959210038185
P51784,Q6PIJ6,0,4.8262,4.09,0.006977417506277561
P51784,P0CG48,0,5.6684,1.0,0.13830521702766418
P51784,Q9UIA9,0,2.6904,2.28,0.0007958603673614562
P51784,Q03060,0,1.5576,1.32,0.041802845895290375
Q9Y6I4,Q8N5D0,0,30.099456,16.3584,0.17304086685180664
Q9Y6I4,Q6FIF0,0,2.4288,1.32,0.16847573220729828
Q9Y6I4,Q15717,0,8.2764,2.28,0.057265568524599075
Q9Y6I4,P55884,0,1.32,1.32,0.6783681511878967
Q9Y6I4,Q92731,0,6.994944,3.8016,0.48252829909324646
Q9Y6I4,Q5T2W1,0,14.27904,9.648,0.3773367404937744
Q9Y6I4,P0CG48,0,2.18,1.0,0.13207630813121796
P21580,Q9H4A3,0,8.7381,2.19,0.20174692571163177
Q70EK9,A6NNY8,0,1.5576,1.32,0.043013494461774826
Q86UV5,P38159,0,1.9536,1.32,0.037644870579242706
Q86UV5,Q5XPI4,0,14.545152,12.3264,0.4698469936847687
Q9HBJ7,Q7Z434,0,18.243072,12.3264,0.00022444290516432375
Q96FW1,P31944,0,1.97,1.0,0.8455788493156433
Q96FW1,Q8WZ73,0,2.8776,1.32,0.2784041464328766
Q96FW1,Q9UNH7,0,8.9162,4.09,0.33075466752052307
Q96FW1,Q8TA86,0,1.18,1.0,0.0036223167553544044
Q96FW1,O75460,0,2.8776,1.32,0.7152988910675049
Q9UGI0,Q15560,0,5.0556,1.32,0.12466372549533844
Q9UGI0,Q9Y508,0,3.3744,2.28,0.1436004638671875
Q5VV17,Q14315,0,1.36,1.36,0.0012767500011250377
Q5VV17,P21333,0,6.0532,4.09,0.001248327549546957
Q5VV17,Q92985,0,17.3416,17.3416,0.968482494354248
Q5VV17,O14965,0,1.48,1.0,0.1792503446340561
Q9BXU7,Q9BXU7,0,8.5172,4.28,0.05153745412826538
Q92560,O75179,0,2.7813,2.19,0.37857785820961
Q92560,Q9NQV6,0,75.655188,18.9612,0.6722995638847351
Q92560,A6NK58,0,2.4288,1.32,0.0007862253696657717
Q92560,Q5T200,0,3.35,3.35,0.0006601532222703099
Q9UHP3,P04406,0,2.4288,1.32,0.0025034346617758274
Q9Y2K6,P15374,0,1.9536,1.32,0.043979328125715256
Q9Y2K6,P55201,0,6.3344,4.28,0.016502486541867256
Q9Y2K6,Q96RY5,0,3.3744,2.28,1.8876931790146045e-05
Q9Y2K6,P59942,0,1.5576,1.32,0.02854972518980503
Q9Y2K6,O00231,0,2.904,1.32,0.004654747899621725
Q13107,P19438,0,63.487355,3.13,0.1554269641637802
Q13107,Q92556,0,3.6696,1.32,0.6326388716697693
Q86T82,Q5UIP0,0,4.3776,2.28,0.9998470544815063
Q86T82,Q96EB6,0,24.529536,12.3264,0.384278804063797
Q9Y5T5,Q86UY6,0,6.6665,3.35,0.009057655930519104
Q9Y5T5,Q96JN8,0,2.28,2.28,0.06929433345794678
Q70EK8,Q13867,0,1.32,1.32,0.09405007213354111
Q96BN8,Q9UDY8,0,14.054568,1.32,0.04919896647334099
P54578,Q12769,0,3.9864,1.32,0.8986667394638062
P54578,P12268,0,2.8776,1.32,0.018204068765044212
P54578,P62701,0,4.9704,2.28,0.0015973602421581745
P54578,Q15645,0,2.6268,1.32,0.051527805626392365
P54578,Q9BVJ6,0,1.5576,1.32,0.0005972658982500434
P54578,Q92905,0,4.9704,2.28,0.521077036857605
P54578,O00479,0,1.5576,1.32,0.0005975264357402921
P54578,P07948,0,4.9704,2.28,0.3252747058868408
O94966,P49327,0,6.164,3.35,0.1398896723985672
O94966,Q13107,0,7.5256,4.09,0.04605674371123314
O94966,P13473,0,5.016,2.28,0.015188663266599178
O94966,Q9BUN8,0,3.02,1.0,0.32715603709220886
Q9H0E7,P48431,0,32.746176,11.7792,0.18869787454605103
Q9H0E7,P62195,0,3.6696,1.32,0.05761868879199028
Q9H0E7,P61964,0,7.565184,3.8016,0.09876319020986557
Q9H0E7,O95997,0,2.6268,1.32,0.19813260436058044
Q9H0E7,P62191,0,9.313,3.35,0.05486598610877991
P46736,O96015,0,1.32,1.32,0.13445939123630524
P46736,O75150,0,5.016,2.28,0.019106905907392502
P54252,Q14CB8,0,2.6797,1.0,0.059790369123220444
P54252,Q9BUB5,0,1.58,1.0,0.5138941407203674
P54252,Q9P2J5,0,3.02,1.0,0.0033245396334677935
P54252,P11182,0,3.03,1.0,0.002201442839577794
P54252,Q02978,0,2.18,1.0,0.005287969019263983
Q4G0A6,O43164,0,1.84,1.0,0.03420652076601982
Q9UPU5,Q9NZN8,0,2.28,2.28,0.009508064016699791
P40818,O75791,0,7.5538,1.0,0.08240599185228348
P40818,Q69YN4,0,8.1391,4.09,0.3146170377731323
P40818,O43633,0,7.062,1.32,0.62834632396698
P40818,P42765,0,2.5344,1.32,0.2847781777381897
P40818,P13164,0,4.5372,2.28,0.12158406525850296
P40818,P42858,0,12.3927,4.09,5.458550731418654e-07
P40818,P04150,0,19.830528,6.566399999999999,0.47137635946273804
Q8N5J2,Q15038,0,2.2,1.0,0.4623662829399109
Q9NQC7,Q96CV9,0,77.81175072,5.596800000000001,0.9305821657180786
Q9NQC7,Q04637,0,3.6696,1.32,0.9306909441947937
Q9NQC7,Q8WVX9,0,2.5344,1.32,0.0011193356476724148
Q96JH7,Q9HD20,0,1.92,1.0,0.814547598361969
Q01804,P05452,0,1.36,1.36,0.0061651901341974735
Q96RU2,Q12792,0,1.32,1.32,0.02139594405889511
Q96RU2,Q8TCT7,0,1.5576,1.32,0.5161025524139404
Q96RU2,Q86SX3,0,1.5576,1.32,0.003974955528974533
Q96RU2,P14555,0,1.9536,1.32,0.006330212112516165
Q96DC9,O95863,0,1.9536,1.32,0.9487637877464294
Q93009,Q5STR5,0,1.36,1.36,0.509633481502533
Q93009,P13693,0,1.99,1.0,0.6385968923568726
Q93009,Q9UPN3,0,7.8752,4.28,0.001228148932568729
Q93009,P35613,0,1.9536,1.32,0.04364003613591194
Q93009,P17181,0,4.5372,2.28,0.44242003560066223
Q93009,O60356,0,13.953456,1.32,0.04924970120191574
Q93009,P36873,0,13.953456,1.32,0.043016497045755386
Q93009,P63027,0,2.78,1.0,0.7126690745353699
Q93009,P78347,0,3.6696,1.32,0.0018070456571877003
Q93009,Q16543,0,3.6432,1.32,0.005804991815239191
Q93009,Q969Q1,0,35.753136,17.966399999999997,0.16744932532310486
Q93009,P41002,0,4.5372,2.28,0.9315041899681091
Q93009,P15923,0,53.39765376,10.4016,0.9129298329353333
Q93009,O00308,0,26.874816,9.6672,0.18460963666439056
Q93009,Q8IY57,0,44.475552,15.9984,0.08058434724807739
Q93009,Q9NX47,0,13.067136,6.566399999999999,0.3173789978027344
Q93009,Q9H6Z9,0,2.2,1.0,0.008750093169510365
Q93009,Q9Y3C5,0,5.352336,1.32,0.0832584872841835
Q93009,Q86SQ0,0,67.115536,33.7264,0.06202545389533043
Q93009,P33778,0,37.804688,17.3416,0.9938661456108093
Q93009,Q8NBN3,0,3.35,3.35,0.9427103400230408
Q93009,Q92731,0,47.1586368,5.596800000000001,0.4530457556247711
Q93009,Q9Y6K1,0,91.638495,4.09,0.001965820323675871
Q53GS9,O43159,0,2.1488,1.36,0.00011870373418787494
Q53GS9,Q04771,0,17.69424056,4.2568,0.3683660328388214
Q53GS9,O60885,0,6.0532,4.09,0.008695525117218494
Q7L8S5,Q8N1B4,0,1.32,1.32,8.91397285158746e-05
Q7L8S5,P37198,0,1.99,1.0,0.0049982680939137936
Q9P275,P60006,0,1.18,1.0,0.3928525149822235
Q9P275,P54652,0,2.5344,1.32,0.003946853801608086
Q70EL4,Q8WZ73,0,3.3744,2.28,0.23590132594108582
P15374,P12268,0,3.3744,2.28,0.005619668401777744
Q70CQ1,O95071,0,19.19952,9.648,0.1370638757944107
Q70CQ1,Q96S55,0,1.9536,1.32,0.339164137840271
Q70CQ1,P42704,0,5.0504,4.28,0.014713861048221588
Q8TEY7,P24001,0,3.9864,1.32,0.011956962756812572
Q8TEY7,Q13618,0,10.060644,1.32,0.06356453895568848
Q8TEY7,Q9Y4E8,0,2.4288,1.32,0.0465787835419178
Q8TEY7,O95714,0,14.314752,6.566399999999999,0.1256447732448578
Q96G74,P13807,0,2.4288,1.32,0.5858134031295776
Q96G74,P30876,0,2.4288,1.32,0.020589185878634453
O15372,Q9P2A4,0,4.713984,1.32,0.03893645852804184
Q9Y4E8,O95777,0,1.96,1.0,0.017191316932439804
Q9Y4E8,Q13228,0,2.2,1.0,0.0013344116741791368
Q9Y4E8,P35637,0,32.27796,8.892,0.00894148275256157
Q9Y4E8,P00540,0,6.336,2.88,0.3778226673603058
Q9Y4E8,Q9BQ48,0,1.18,1.0,0.08399710059165955
Q9Y4E8,Q13033,0,6.336,2.88,0.09514845907688141
Q9Y4E8,Q9HBH9,0,6.336,2.88,0.34307870268821716
Q9Y4E8,Q9BY43,0,2.2,1.0,0.026024680584669113
Q9Y4E8,P84243,0,9.328,4.24,0.040942732244729996
Q504Q3,Q13247,0,1.32,1.32,0.13460448384284973
O00487,P10515,0,1.7272,1.36,0.01785290241241455
O00487,Q9BRP4,0,3.5768,1.36,0.08290886878967285
O00487,Q8TAK6,0,2.6656,1.36,0.9125876426696777
Q9UK80,O43896,0,5.626368,3.8016,0.052406471222639084
Q9UK80,P36402,0,5.626368,3.8016,0.18205450475215912
Q9UK80,O15084,0,1.5576,1.32,0.30969566106796265
Q70CQ2,Q8N5H7,0,2.28,2.28,0.13978029787540436
O95630,Q7Z7A4,0,5.4372,2.76,0.08893132209777832
Q6GQQ9,Q9UM11,0,2.904,1.32,0.03364570811390877
Q6GQQ9,Q13501,0,13.953456,1.32,0.05213846266269684
Q6GQQ9,Q9H845,0,1.48,1.0,0.001557513838633895
Q6GQQ9,P20618,0,1.99,1.0,0.001496679033152759
Q6GQQ9,Q9NWT6,0,1.9536,1.32,0.10188214480876923
Q14694,O75385,0,4.3143,2.19,0.33831778168678284
Q14694,O00571,0,25.95312,9.648,0.10680007934570312
Q14694,Q8WXF1,0,16.9832,9.23,0.07142400741577148
Q14694,Q8WVV9,0,1.9536,1.32,0.045498866587877274
Q14694,O95199,0,1.5576,1.32,0.03664145618677139
Q14694,Q86SE9,0,8.287488,3.8016,0.7990520000457764
Q14694,O75170,0,4.1952,2.28,0.0008844221592880785
Q14694,P46531,0,10.117,3.35,0.30796632170677185
Q14694,O94874,0,4.8262,4.09,0.22370456159114838
Q14694,Q13501,0,3.6432,1.32,0.11237525939941406
Q14694,Q13310,0,33.5049,9.23,0.0667315348982811
Q14694,P06733,0,2.4288,1.32,0.8970341086387634
