DUB,Substrate,label,TransDSI
Q9C040,O95863,1,0.809516191482544
Q14694,O43623,1,0.6982288360595703
Q14694,P04049,1,0.49249082803726196
Q14694,P36888,1,0.543822705745697
Q14694,P37198,1,0.4272681772708893
Q14694,Q96DH6,1,0.03933408111333847
Q14694,Q13309,1,0.18419219553470612
Q14694,Q13485,1,0.7728018760681152
Q14694,O43474,1,0.8308137059211731
Q14694,P43405,1,0.44598880410194397
Q14694,P48764,1,0.972724199295044
Q14694,P24385,1,0.9450879096984863
Q14694,Q9GZQ8,1,0.15958938002586365
Q14694,Q8WX94,1,0.8783097267150879
Q14694,P15880,1,1.70557802903204e-06
P09936,P10636,1,0.9826883673667908
P09936,P37840,1,0.9791542291641235
P09936,P19838,1,0.658883810043335
P09936,P10145,1,0.3761536180973053
P09936,P05231,1,0.03878895565867424
P09936,P36897,1,0.7699671983718872
P09936,Q15796,1,0.9037600755691528
P09936,P84022,1,0.9039809703826904
P09936,P25963,1,0.5427137613296509
Q93008,Q9NZQ7,1,0.09676773101091385
Q93008,Q14457,1,0.9946314096450806
Q93008,Q9UPN4,1,0.5258862376213074
Q93008,O95835,1,0.39529845118522644
Q93008,Q9Y4H2,1,0.9733450412750244
Q93008,Q9Y4L5,1,0.11546716094017029
Q93008,P47895,1,0.05355800688266754
Q93008,O00512,1,0.786156415939331
Q93008,Q8WTU0,1,0.04399415850639343
Q93008,O14684,1,0.37942638993263245
Q93008,O14641,1,0.8083390593528748
Q93008,P38398,1,0.5565028190612793
Q93008,Q6R327,1,0.012495376169681549
Q93008,Q9H3R0,1,0.038424864411354065
Q93008,Q9H6Z9,1,0.29433971643447876
A6NNY8,O95863,1,0.6789636611938477
A6NNY8,O95786,1,0.9741265773773193
Q15018,Q96P20,1,0.9038838744163513
Q8NB14,O60341,1,0.8205549716949463
Q8NB14,P01106,1,0.7746535539627075
P62068,P10275,1,0.5345750451087952
P62068,P06733,1,0.854131817817688
P62068,P26927,1,0.07258480042219162
Q9UMW8,Q15672,1,0.8245577812194824
Q9UMW8,O95863,1,0.6931982040405273
Q9UMW8,P46531,1,0.7051616907119751
Q9UMW8,Q9C0B1,1,0.9117691516876221
Q96F44,Q16828,1,0.3815370798110962
Q5VVJ2,Q86WV6,1,0.7624608278274536
O94782,P55060,0,0.019805656746029854
O94782,Q13107,0,0.04797004535794258
O94782,Q9H3U1,0,0.5258192420005798
O94782,O14544,0,0.49240514636039734
O94782,Q8IZ83,0,0.05990868806838989
O94782,O15131,0,0.0064581516198813915
O94782,Q5VXU3,0,0.6012393236160278
Q15040,Q8NG27,0,0.11276768893003464
P35125,Q8N8A2,0,0.3579205274581909
Q6R6M4,P0C7H9,0,0.04300575330853462
Q6R6M4,Q14145,0,0.12296212464570999
Q9UPT9,Q96ES7,0,0.3892049789428711
Q9UPT9,O15511,0,0.04102390259504318
Q9UPT9,P41252,0,0.00029388093389570713
Q9UPT9,Q6UWR7,0,0.2719368040561676
Q9UPT9,Q15393,0,0.002528537530452013
Q9UPT9,P61160,0,0.10901371389627457
Q9UPT9,P29016,0,0.2812490463256836
Q92995,Q15038,0,0.2733684778213501
Q92995,Q9BUL9,0,0.8165982961654663
Q92995,P55072,0,0.18439559638500214
Q92995,P36957,0,0.046525802463293076
Q92995,Q13571,0,0.6514272689819336
P45974,Q9BZF1,0,0.3762555718421936
P45974,Q9BYV2,0,0.05246002599596977
P45974,Q9NYL9,0,0.01341965887695551
P45974,P62140,0,0.015476291999220848
P45974,Q96C12,0,0.013673064298927784
P45974,O00488,0,0.9901496171951294
P51784,Q14781,0,0.050676144659519196
P51784,Q96DT6,0,0.07077345997095108
P51784,P31689,0,0.045376088470220566
P51784,Q6PIJ6,0,0.011335675604641438
P51784,P0CG48,0,0.02287932299077511
P51784,Q9UIA9,0,0.001266489620320499
P51784,Q03060,0,0.03454626724123955
Q9Y6I4,Q8N5D0,0,0.2834566533565521
Q9Y6I4,Q6FIF0,0,0.6573450565338135
Q9Y6I4,Q15717,0,0.05692286044359207
Q9Y6I4,P55884,0,0.19266203045845032
Q9Y6I4,Q92731,0,0.5343180894851685
Q9Y6I4,Q5T2W1,0,0.2704615890979767
Q9Y6I4,P0CG48,0,0.021649105474352837
P21580,Q9H4A3,0,0.2762705087661743
Q70EK9,A6NNY8,0,0.024951312690973282
Q86UV5,P38159,0,0.014939392916858196
Q86UV5,Q5XPI4,0,0.26765307784080505
Q9HBJ7,Q7Z434,0,0.00042160824523307383
Q96FW1,P31944,0,0.8170670866966248
Q96FW1,Q8WZ73,0,0.08063961565494537
Q96FW1,Q9UNH7,0,0.013296984136104584
Q96FW1,Q8TA86,0,0.009691007435321808
Q96FW1,O75460,0,0.5687226057052612
Q9UGI0,Q15560,0,0.7721816897392273
Q9UGI0,Q9Y508,0,0.8905377984046936
Q9UGI0,P50416,0,0.3496444523334503
Q5VV17,Q14315,0,6.43178282189183e-05
Q5VV17,P21333,0,0.00010250130435451865
Q5VV17,Q92985,0,0.6247148513793945
Q5VV17,O14965,0,0.1510566622018814
Q9BXU7,Q9BXU7,0,0.09077761322259903
Q92560,O75179,0,0.46039894223213196
Q92560,Q9NQV6,0,0.6605634689331055
Q92560,A6NK58,0,0.04220431670546532
Q92560,Q5T200,0,0.00048460697871632874
Q9UHP3,P04406,0,0.061539147049188614
Q9Y5K5,Q5TDH0,0,0.05352826043963432
Q9Y2K6,P15374,0,0.09064795076847076
Q9Y2K6,P55201,0,0.07323823869228363
Q9Y2K6,Q96RY5,0,0.8563894033432007
Q9Y2K6,P59942,0,0.015161421149969101
Q9Y2K6,O00231,0,0.041755639016628265
Q13107,P19438,0,0.07556218653917313
Q13107,Q92556,0,0.3855440020561218
Q86T82,Q5UIP0,0,0.40988820791244507
Q86T82,Q96EB6,0,0.5776523351669312
Q9Y5T5,Q86UY6,0,0.4901760220527649
Q9Y5T5,Q96JN8,0,0.0680597722530365
Q70EK8,Q13867,0,0.9125542044639587
Q96BN8,Q9NRM0,0,0.058249618858098984
Q96BN8,Q9UDY8,0,0.10493650287389755
P54578,Q12769,0,0.04512515291571617
P54578,P12268,0,0.5240484476089478
P54578,P62701,0,0.6172811985015869
P54578,Q15645,0,0.0360567606985569
P54578,Q9BVJ6,0,0.11210323870182037
P54578,Q92905,0,0.8396969437599182
P54578,O00479,0,0.001028942409902811
P54578,P07948,0,0.39933300018310547
Q9P2H5,P0CG48,0,0.023629434406757355
O94966,P49327,0,0.2883063554763794
O94966,Q13107,0,0.03375937044620514
O94966,P13473,0,0.34310945868492126
O94966,Q9BUN8,0,0.01795927807688713
Q9H0E7,P48431,0,0.45504406094551086
Q9H0E7,P62195,0,0.09480372071266174
Q9H0E7,P61964,0,0.15283392369747162
Q9H0E7,O95997,0,0.5143093466758728
Q9H0E7,P62191,0,0.10355842113494873
P46736,O96015,0,0.05604417622089386
P46736,O75150,0,0.024114543572068214
P54252,Q14CB8,0,0.10159606486558914
P54252,Q9BUB5,0,0.2670833170413971
P54252,Q9P2J5,0,0.2073518931865692
P54252,P11182,0,0.02624625712633133
P54252,Q02978,0,0.0096207270398736
Q4G0A6,O43164,0,0.046786773949861526
Q9UPU5,Q9NZN8,0,0.974170982837677
P40818,O75791,0,0.2625337541103363
P40818,Q69YN4,0,0.10496678948402405
P40818,O43633,0,0.3664371967315674
P40818,P42765,0,0.026652270928025246
P40818,P13164,0,0.02255851775407791
P40818,P42858,0,0.9466801881790161
P40818,P04150,0,0.5329462289810181
Q8N5J2,Q15038,0,0.145258367061615
Q9NQC7,Q96CV9,0,0.8748534321784973
Q9NQC7,Q04637,0,0.661526083946228
Q9NQC7,Q8WVX9,0,3.0487397452816367e-05
Q96JH7,Q9HD20,0,0.17015331983566284
Q01804,P05452,0,0.19267530739307404
Q96RU2,Q12792,0,0.0036164086777716875
Q96RU2,Q8TCT7,0,0.9309473037719727
Q96RU2,Q86SX3,0,0.0027554137632250786
Q96RU2,P14555,0,0.005358556751161814
Q96DX7,Q53HL2,0,0.027766168117523193
Q96DC9,O95863,0,0.8256049156188965
Q93009,Q5STR5,0,0.008714316412806511
Q93009,P13693,0,0.5509873032569885
Q93009,Q9UPN3,0,0.002275478793308139
Q93009,P35613,0,0.046862609684467316
Q93009,P17181,0,0.33850932121276855
Q93009,O60356,0,0.16881495714187622
Q93009,P36873,0,0.015479066409170628
Q93009,P63027,0,0.16363707184791565
Q93009,P78347,0,0.009942851960659027
Q93009,Q16543,0,0.03739006072282791
Q93009,Q969Q1,0,0.13081033527851105
Q93009,P41002,0,0.9399792551994324
Q93009,P15923,0,0.9855336546897888
Q93009,O00308,0,0.3342666029930115
Q93009,Q8IY57,0,0.9330260753631592
Q93009,Q9NX47,0,0.10224803537130356
Q93009,Q9H6Z9,0,0.28339704871177673
Q93009,Q9Y3C5,0,0.12242356687784195
Q93009,Q86SQ0,0,0.7053194642066956
Q93009,P33778,0,0.995739221572876
Q93009,Q8NBN3,0,0.5378071665763855
Q93009,Q92731,0,0.5343186259269714
Q93009,Q9Y6K1,0,0.22320428490638733
Q53GS9,O43159,0,0.07754655927419662
Q53GS9,Q04771,0,0.6194560527801514
Q53GS9,O60885,0,0.020090417936444283
Q7L8S5,Q8N1B4,0,0.0006359766121022403
Q7L8S5,P37198,0,0.14084772765636444
Q9P275,P60006,0,0.0042122285813093185
Q9P275,P54652,0,0.00910363532602787
Q70EL4,Q8WZ73,0,0.11080007255077362
P15374,P12268,0,0.3477588891983032
Q70CQ1,O95071,0,0.21473044157028198
Q70CQ1,Q96S55,0,0.0035848866682499647
Q70CQ1,P42704,0,0.0003929487429559231
Q70CQ1,O15182,0,0.04850411042571068
Q5T2D3,Q9BPX1,0,0.040486495941877365
Q8TEY7,P24001,0,0.4932052195072174
Q8TEY7,Q13618,0,0.02353842929005623
Q8TEY7,Q9Y4E8,0,0.03859540447592735
Q8TEY7,O95714,0,0.14618150889873505
Q96G74,P13807,0,0.06305822730064392
Q96G74,P30876,0,0.0015418834518641233
O15372,Q9P2A4,0,0.29755455255508423
Q9Y4E8,O95777,0,0.03486233577132225
Q9Y4E8,Q13228,0,0.0016585735138505697
Q9Y4E8,P35637,0,0.09625747054815292
Q9Y4E8,P00540,0,0.47041475772857666
Q9Y4E8,Q9BQ48,0,0.004908770322799683
Q9Y4E8,Q13033,0,0.2378341108560562
Q9Y4E8,Q9HBH9,0,0.3622346520423889
Q9Y4E8,Q9BY43,0,0.16478592157363892
Q9Y4E8,P84243,0,0.05399647355079651
Q504Q3,Q13247,0,0.6961238384246826
O00487,P10515,0,0.04453442245721817
O00487,Q9BRP4,0,0.1325945258140564
O00487,Q8TAK6,0,0.8492473363876343
Q9UK80,O43896,0,0.1677229404449463
Q9UK80,P36402,0,0.32309216260910034
Q9UK80,O15084,0,0.28692615032196045
Q70CQ2,Q8N5H7,0,0.25011128187179565
O95630,Q7Z7A4,0,0.047247156500816345
Q6GQQ9,Q9UM11,0,0.05534979701042175
Q6GQQ9,Q13501,0,0.3756454586982727
Q6GQQ9,Q9H845,0,0.011305185966193676
Q6GQQ9,P20618,0,0.013166669756174088
Q6GQQ9,Q9NWT6,0,0.0985199585556984
Q9C040,Q9UHK0,0,0.9347676038742065
Q14694,O75385,0,0.4823797643184662
Q14694,O00571,0,0.4155747890472412
Q14694,Q8WXF1,0,0.025950558483600616
Q14694,Q8WVV9,0,0.8063072562217712
Q14694,O95199,0,0.02610672079026699
Q14694,Q86SE9,0,0.8745650053024292
Q14694,O75170,0,0.05967177078127861
Q14694,P46531,0,0.6795297265052795
Q14694,O94874,0,0.0007910628919489682
Q14694,Q13501,0,0.3891840875148773
Q14694,Q13310,0,0.058079686015844345
Q14694,P06733,0,0.8427538275718689
Q14694,Q8TEQ6,0,0.12698893249034882
Q14694,Q96C12,0,0.016848301514983177
P09936,O95235,0,0.35995736718177795
P09936,Q5T750,0,0.0003329081810079515
P09936,O00425,0,0.08034878224134445
P09936,Q717R9,0,0.0005633466644212604
P09936,Q9BYB0,0,0.624729573726654
P09936,Q49A88,0,0.7828052639961243
P09936,O14561,0,0.058104269206523895
P09936,O95263,0,0.5994958281517029
P09936,P04629,0,0.756590723991394
Q93008,P55196,0,0.6105895042419434
Q93008,P50991,0,0.7519950270652771
Q93008,Q5SW79,0,0.4134013056755066
Q93008,Q9BSM1,0,0.9014660716056824
Q93008,Q9H4M7,0,0.027873067185282707
Q93008,Q86TG7,0,0.3285631537437439
Q93008,P46734,0,0.4536241292953491
Q93008,P61586,0,0.15435531735420227
Q93008,Q9C0C7,0,0.6896154880523682
Q93008,P54646,0,0.4626062214374542
Q93008,P21757,0,0.026494575664401054
Q93008,O00459,0,0.17354820668697357
Q93008,Q9NRC8,0,0.29801878333091736
Q93008,Q15796,0,0.7686192989349365
Q93008,Q8TB24,0,0.22316119074821472
A6NNY8,O95600,0,0.8336399793624878
A6NNY8,Q9ULK2,0,0.002320139668881893
Q15018,Q92567,0,0.5251108407974243
Q8NB14,P47897,0,0.011241819709539413
Q8NB14,P0CG48,0,0.017897579818964005
P62068,O75317,0,0.02461881749331951
P62068,Q13043,0,0.45638877153396606
P62068,Q9NU02,0,0.22207340598106384
Q9UMW8,Q13309,0,0.15773232281208038
Q9UMW8,Q8NEB9,0,0.6175390481948853
Q9UMW8,Q9Y6G1,0,0.3938637673854828
Q9UMW8,Q9UBU9,0,0.014629445038735867
Q96F44,Q8N9N5,0,0.03377801924943924
Q5VVJ2,Q9H4B7,0,0.011420180089771748
