DUB,Substrate,label,TransDSI
P54252,Q9BSU1,0,0.22882482409477234
O94782,P52294,0,0.013671712949872017
O94966,Q86TM6,1,0.05000457912683487
Q9UMW8,Q9BXL7,0,0.01655077002942562
Q9Y5K5,O00487,0,0.4609966278076172
Q93009,Q9H4M7,0,0.10041569173336029
Q93009,P35222,1,0.8085481524467468
Q70CQ3,Q96MU7,0,0.014311419799923897
Q70CQ3,Q8IWA4,1,0.9996367692947388
P45974,Q9NS91,0,0.9908162355422974
Q92995,P01106,1,0.8558534979820251
Q92560,O60516,0,0.12011388689279556
Q9P275,Q6ZN17,0,0.008248820900917053
Q9Y4E8,Q14533,0,0.006752248387783766
Q93009,Q9HBZ2,0,0.44778403639793396
Q96FW1,O43681,0,0.020090436562895775
Q15040,O15524,1,0.0629052221775055
P40818,P42261,1,0.935087263584137
Q9NQC7,Q9UM82,0,0.8101150989532471
Q9Y4E8,P55072,0,0.29469168186187744
O75604,P84022,0,0.8454610705375671
Q9NQC7,P06239,1,0.8687183856964111
P40818,P37088,1,0.6533718109130859
Q96RU2,Q96FW1,0,0.006540033500641584
P40818,O15519,1,0.6350662708282471
Q13107,Q13107,1,0.01333099789917469
Q92995,O75030,1,0.16105304658412933
P54578,Q99436,0,0.08862906694412231
Q8TEY7,P40337,0,0.00264925928786397
Q92905,Q9NZQ7,1,0.006256375461816788
Q93009,P37231,1,0.5702272653579712
Q9H0E7,Q13428,0,0.19930943846702576
Q9UK80,P36507,1,0.5655189752578735
Q6R6M4,Q01105,0,0.0829545259475708
P51784,P30260,0,0.14387279748916626
Q6GQQ9,P43403,1,0.44801443815231323
Q93008,P42566,1,0.6593109369277954
Q92560,Q96CW5,1,0.09656008332967758
Q14694,Q8N6T7,1,0.35265782475471497
Q9NQC7,P49116,1,0.6492599844932556
Q9NQC7,Q96DR8,0,0.1120644211769104
Q93009,O75386,0,0.22023239731788635
P62068,Q16777,1,0.9094615578651428
Q93009,Q14669,1,0.7957315444946289
P40818,Q9UK80,0,0.011789992451667786
O94782,Q13835,0,0.8562785387039185
P21580,Q9Y4K3,1,0.706618070602417
Q9Y4E8,Q9Y4Z0,0,0.020982414484024048
Q13107,P07602,0,0.28003743290901184
Q93008,P46821,0,0.0487411804497242
Q9P275,Q5T700,0,0.9999997615814209
P62068,Q99259,1,0.4145205020904541
Q70CQ2,O43463,0,0.3680570125579834
Q9UHP3,Q9P260,0,0.7758439779281616
Q14694,P23396,1,0.00941401720046997
Q93009,Q99569,0,0.8308887481689453
Q93008,Q9H992,1,0.6319117546081543
Q5VVQ6,P17661,1,0.011130953207612038
Q93009,Q9UHB7,0,0.9882398843765259
Q9Y5E6,P19838,1,0.06078111007809639
O75317,Q09472,0,0.18417175114154816
Q93009,Q96EP1,1,0.2948322892189026
Q9Y4E8,P02768,0,0.0049141631461679935
O75604,P14555,0,0.20166125893592834
Q93008,Q9UGI8,0,0.9407206177711487
Q14694,Q8NC51,0,0.0065138996578752995
Q93009,Q2YD98,1,0.06992246955633163
Q92560,P27348,1,0.03388439491391182
Q9UHP3,P19013,0,0.012409921735525131
P40818,O94979,1,0.09155017882585526
Q86UV5,Q13596,0,0.08271409571170807
Q9UMW8,Q7LBC6,0,0.05869048833847046
P12956,Q07820,1,0.4796033501625061
Q9P2H5,Q9UM11,0,0.18274620175361633
Q8TEY7,Q9Y6N7,1,0.21080274879932404
Q8TEY7,P32121,1,0.39404773712158203
Q9HBJ7,P37275,0,0.9387205839157104
P51784,P04350,0,0.01575355976819992
Q93009,Q8N6T7,0,0.34382525086402893
Q9UHP3,Q96DA0,0,0.23414745926856995
Q9UMW8,Q9Y6K9,1,0.7171383500099182
Q0WX57,P51449,1,0.5266100168228149
Q96FW1,O95831,0,0.005493985954672098
O00487,Q01860,1,0.8236441612243652
P51784,P37231,0,0.5963364839553833
Q70CQ1,P28360,0,0.19489093124866486
Q9Y2K6,P07550,1,0.8154411911964417
Q5D1E8,Q9Y297,0,0.27950817346572876
Q9Y2K6,P58304,0,0.22702160477638245
Q92995,Q07820,1,0.954593300819397
Q9UK80,Q8WUY9,0,0.3313681185245514
Q93009,Q99496,1,0.951294481754303
Q9Y2K6,Q96RU7,0,0.35127943754196167
O75317,P10275,1,0.5579217672348022
Q14694,Q5JVS0,0,0.004495090339332819
Q93009,Q12778,1,0.7771503925323486
Q9H0E7,Q13257,1,0.270028293132782
Q9NQC7,Q13557,0,0.8661834597587585
Q93008,Q7L5N1,0,0.08441228419542313
Q96FW1,P61088,1,0.286344051361084
Q93009,Q16665,1,0.4601161777973175
Q9HBJ7,Q16777,1,0.9369774460792542
O75604,Q96EB6,1,0.49212199449539185
Q93008,Q92667,0,0.11394139379262924
Q13107,Q08999,1,0.9991938471794128
P51784,P98170,1,0.4221712052822113
Q93008,P60842,1,0.05402674898505211
Q13107,P99999,0,0.03679291531443596
Q93009,Q01831,1,0.9997507929801941
P54578,Q14457,1,0.9736896753311157
Q9Y6I4,P04637,1,0.9832927584648132
P40818,P08581,1,0.6351310014724731
Q93009,Q8IYW5,1,0.6785831451416016
Q9Y4E8,P08238,0,0.063230961561203
Q6R6M4,O43623,1,0.9066612720489502
P54578,Q86WI3,1,0.2097911387681961
Q93009,P26358,1,0.8638941049575806
Q6GQQ9,Q13546,1,0.440166175365448
Q9UPT9,Q96GX2,0,0.014648939482867718
Q70CQ2,Q9Y2T1,1,0.27630558609962463
O75604,O15534,1,0.5812025666236877
Q14694,O00308,0,0.7113175392150879
Q9NQC7,Q13546,1,0.8893535733222961
Q70EL3,P12956,1,0.023656271398067474
Q93009,Q86VY4,0,0.12362170964479446
O75604,Q03431,1,0.8223872184753418
Q9NQC7,O43353,1,0.9126204252243042
Q5VVJ2,Q9BQA1,0,0.09466380625963211
Q9UPT9,Q9ULK2,0,0.9864118099212646
Q96RU2,Q969H0,1,0.14979037642478943
O94782,Q02535,1,0.7094995379447937
O00487,Q96JH8,0,0.7828676700592041
Q9UK80,Q13546,1,0.5875382423400879
P40818,Q969Q1,0,0.11263135820627213
Q9NQC7,Q09028,0,0.4682351052761078
Q9UPT9,P62807,1,0.9896075129508972
O75604,O15151,1,0.9385984539985657
Q96BN8,Q15717,0,0.49748218059539795
Q93009,Q5VWX1,0,0.0047686053439974785
P15374,O15315,1,0.5022963881492615
Q92995,Q14694,1,0.012683166190981865
Q96FW1,Q15843,0,0.045223675668239594
Q92560,P38398,1,0.5328233242034912
Q96FW1,P04637,1,0.9951345324516296
P51784,O14920,1,0.584593653678894
Q93009,P06241,0,0.44534170627593994
Q9Y5T5,P0C0S8,1,0.9304731488227844
Q70CQ2,Q96PL5,0,0.1718878149986267
Q93008,A5PKW4,1,0.014118988066911697
Q9BXU7,P10275,1,0.623893141746521
P54252,P78344,1,0.03417438268661499
P51784,Q9HC52,0,0.022500095888972282
P51784,P48059,0,0.939585268497467
Q93008,Q9NWZ8,0,0.7964974641799927
Q13107,Q9NXH9,0,0.573700487613678
Q9Y4E8,Q15797,1,0.846595823764801
Q93009,Q13127,1,0.8821786642074585
P40818,Q9H3D4,0,0.9856164455413818
Q93008,Q96L34,1,0.5740376114845276
P45974,P04637,1,0.9880722761154175
Q93009,Q14527,1,0.4422905445098877
Q93008,Q12986,0,0.39255520701408386
P40818,Q96J02,1,0.6224510073661804
P51784,Q96S59,1,0.8202784061431885
Q9Y5T5,Q16777,1,0.9304159879684448
Q93009,P54253,0,0.12115111947059631
Q6R6M4,P83916,0,0.03645302727818489
Q9NQC7,P78352,1,0.8378952741622925
O75604,Q13546,1,0.6013347506523132
Q9Y4E8,O95786,1,0.9874675869941711
Q9BXU7,P0C0S8,1,0.9279656410217285
P21580,Q99683,1,0.4350425601005554
P51784,P78406,1,0.5664829015731812
Q93009,Q00987,1,0.9286897778511047
Q93009,O15151,1,0.9286897778511047
O75604,Q12933,1,0.9817455410957336
Q70CQ2,Q86UW9,0,0.841948926448822
Q93008,Q9ULW3,0,0.37485161423683167
Q92905,P47710,0,0.9273980259895325
Q96RU2,Q96RU2,0,0.026670360937714577
Q9UPT9,Q96S21,0,0.12658648192882538
Q86UV5,P04908,1,0.8993890285491943
P51784,P51587,1,0.9998866319656372
P51784,Q99496,0,0.9597116112709045
Q14694,Q14457,1,0.9704867601394653
P46736,Q63HR2,0,0.9466210007667542
Q13107,Q9P0M2,0,0.6216760277748108
Q93009,Q8IX18,0,0.7994300127029419
P46736,Q6IN85,0,0.3911544382572174
Q96DX7,Q9BXX2,0,0.9505658745765686
Q14694,P27708,0,0.7153218388557434
Q9NQC7,Q13490,0,0.9804480671882629
Q13107,Q15287,1,0.03603344038128853
P21580,P41240,0,0.9080632925033569
O94782,Q02363,1,0.9468397498130798
Q14694,P62807,1,0.9944766163825989
Q9Y5K5,P35228,1,0.906466543674469
Q9NQC7,P63104,0,0.29284054040908813
Q96G74,O00463,1,0.9102793335914612
Q13107,Q15306,1,0.867951512336731
Q70CQ3,Q96E52,0,0.024833446368575096
Q9UMW8,P05161,1,0.454919695854187
Q9UHP3,P50991,1,0.06389221549034119
Q9Y2K6,Q5T9A4,0,0.32611849904060364
P46736,P0C0S8,1,0.9285688996315002
Q93008,Q14166,0,0.6938492059707642
Q96K76,O14867,0,0.7174966931343079
Q93009,Q9Y6K9,1,0.6678003668785095
Q86T82,Q9C005,0,0.03502961993217468
P54578,Q13309,0,0.5023379921913147
Q9Y5K5,Q9UMS4,1,0.45727333426475525
O75317,Q9NZR4,0,0.24893240630626678
Q93009,Q8N9E0,0,0.8391696214675903
Q93009,Q9NZD8,0,0.036814700812101364
Q6R6M4,P30307,0,0.9811747074127197
Q93009,Q9NRC8,1,0.30604544281959534
P21580,P19838,1,0.9825572371482849
Q9Y2K6,Q86WV6,1,0.9822397232055664
P51784,P38936,1,0.8240207433700562
O75604,O14965,1,0.8625903129577637
Q9Y4E8,Q13546,0,0.88559490442276
Q13107,Q8TAY7,0,0.15647625923156738
Q96FW1,P61077,0,0.7635811567306519
Q93009,Q92993,1,0.9933350086212158
Q8TEY7,Q13228,0,0.6088578104972839
Q96K76,O95863,1,0.7264946699142456
Q9Y4E8,P21796,1,0.9958651065826416
Q9Y6I4,P21589,0,0.3673098087310791
Q9NQC7,Q9Y520,0,0.9949500560760498
Q93009,P12004,1,0.9919775724411011
Q0WX57,Q92963,0,0.25906088948249817
Q13107,P15884,1,0.9059385061264038
Q93008,P84022,0,0.9621525406837463
Q13107,Q6ZMZ0,0,0.7310894727706909
Q96FW1,P84022,1,0.9846141338348389
Q9UK80,Q9Y2K6,0,0.0856361985206604
Q92560,Q16777,1,0.9283102750778198
P40818,Q9NR09,1,0.5219343900680542
Q93009,P10276,1,0.7805247902870178
O94966,O60337,1,0.6729813814163208
Q9Y6I4,Q9NZJ4,0,0.9930331707000732
Q9UK80,Q9UIF9,1,0.604205310344696
Q9UK80,Q9BZS1,1,0.882565438747406
Q93009,P42167,0,0.2240932732820511
Q96DC9,Q14258,0,0.6981645226478577
Q93008,P46937,1,0.6953272223472595
Q9UHP3,O00463,1,0.8666098117828369
Q53GS9,O95400,0,0.8620570302009583
Q13107,P04637,1,0.9021981954574585
Q70CQ3,Q8N594,0,0.20904424786567688
P54578,Q9Y281,0,0.045796629041433334
Q9HBJ7,O15194,0,0.5113452672958374
Q0WX57,Q92769,1,0.7718732953071594
P46736,O75971,0,0.29744747281074524
Q96K76,Q9UGP5,1,0.6196410059928894
P54252,Q14457,1,0.9724758863449097
Q9UK80,Q14680,0,0.8337823748588562
P35125,Q99750,0,0.8625374436378479
Q9NQC7,O60568,0,0.0229176115244627
Q9Y2K6,Q9BY84,0,0.7696933746337891
Q93008,Q9UHI6,0,0.2461908906698227
Q92905,O43623,1,0.6256774663925171
Q96K76,P06746,1,0.6196410059928894
Q9UHP3,P05067,1,0.00022820880985818803
Q9BXU7,O15105,1,0.9640664458274841
Q5VVJ2,P02545,0,0.033095140010118484
Q92995,Q14457,1,0.9930747747421265
Q93009,Q9UER7,1,0.9999165534973145
Q86T82,Q05516,1,0.6311720609664917
Q13107,Q4G0J3,0,0.27051904797554016
Q0WX57,O95760,1,0.5091220140457153
Q92560,Q9P0N8,0,0.5690389275550842
Q8TEY7,Q96AG4,0,0.534827709197998
Q96RU2,O96017,1,0.6493127942085266
Q9Y5K5,P62805,0,0.0370187871158123
Q9NQC7,P04629,1,0.9650721549987793
Q92560,P21912,0,0.2234286218881607
Q9UK80,O14503,0,0.6060075759887695
A6NNY8,O43521,1,0.0009352681809104979
P40818,P04629,1,0.9086270928382874
Q96RU2,Q9HCX3,1,0.5571909546852112
Q93008,Q09472,0,0.2318885773420334
Q9Y4E8,P25963,1,0.9132168292999268
Q9Y4E8,Q16778,1,0.9945107698440552
Q5D1E8,Q13155,0,0.2947574853897095
Q93008,Q9UBV8,0,0.22616499662399292
Q93009,O43175,0,0.04388122633099556
Q92560,P0CG48,0,0.07302689552307129
Q93008,P28070,0,0.06762626022100449
Q9BXU7,P42771,0,0.8651904463768005
Q96BN8,Q9Y6K9,1,0.41215187311172485
Q9Y4E8,P62280,0,0.0019085448002442718
Q96JH7,P29034,0,0.13586372137069702
P40818,Q8NEM0,1,0.539479672908783
P54252,Q07812,1,0.911797285079956
Q93008,Q13489,0,0.970775842666626
Q8TEY7,P07550,1,0.9930009841918945
Q93008,Q9H814,0,0.06314989179372787
P51784,P13010,0,0.0006761178956367075
Q93009,Q9UPP1,1,0.02961747534573078
Q9Y4E8,Q13501,1,0.775672197341919
Q9Y4E8,P62807,1,0.9945107698440552
Q14694,Q9Y4P1,0,0.9744169116020203
Q14694,Q9Y6K9,1,0.6685817837715149
P21580,P23378,0,0.9996753931045532
Q9Y5K5,P63220,0,0.0497172549366951
Q93008,Q9UM11,0,0.6672336459159851
Q13107,O14920,0,0.863366425037384
Q93008,O95999,1,0.0041669211350381374
O94966,Q13114,1,0.8259446620941162
Q53GS9,Q96GD4,1,0.8610762357711792
Q9Y5K5,Q99835,1,0.9741821885108948
Q96RU2,Q9HAW4,1,0.9993763566017151
Q9UK80,P61981,0,0.12529785931110382
Q9Y2K6,Q9Y4K3,1,0.936090350151062
Q6GQQ9,Q99558,0,0.9005575180053711
Q93009,P14618,0,0.9893594980239868
Q5VVQ6,Q92890,0,0.9417949318885803
Q9Y4E8,O95140,1,0.9994375109672546
Q96RU2,P15907,0,0.667911946773529
A6NNY8,Q14469,1,0.6179414987564087
Q93008,P20700,0,0.041121695190668106
P54252,P17987,0,0.07646824419498444
P51784,O43166,0,0.9956554174423218
P21580,Q14457,1,0.9976929426193237
Q96DC9,P32246,0,0.9929432272911072
Q504Q3,Q9Y294,1,0.04663466662168503
P21580,Q15628,0,0.2134561836719513
O75604,Q8HWS3,0,0.5710262060165405
Q5VVQ6,Q96D03,0,0.9991492033004761
Q9P2H5,Q8NFZ5,1,0.35027527809143066
Q9NQC7,P46459,0,0.42051005363464355
Q9Y5K5,P36897,1,0.8383824825286865
Q9UMW8,Q9BYV2,0,0.33539053797721863
Q93009,Q13546,1,0.8727158308029175
P45974,Q08050,1,0.8518470525741577
Q70CQ3,O95140,1,0.9994922876358032
P40818,P51168,0,0.9993497729301453
Q70EK9,Q9Y5K6,0,0.5377843976020813
Q96K76,Q9H668,0,0.024810733273625374
Q6GQQ9,Q8NFZ5,0,0.5698440670967102
Q9Y5T5,Q9Y5T5,0,0.20267543196678162
Q9P2H5,Q86WV6,0,0.9796223640441895
Q9UK80,O95760,1,0.5235338807106018
Q5D1E8,P0CG48,0,0.03475315123796463
P09936,Q16620,1,0.8353630304336548
P40818,P17302,1,0.8129755258560181
A6NNY8,Q96J02,0,0.834479033946991
P21580,Q13158,0,0.5278704762458801
Q70EL3,Q9NQ29,0,6.475508416770026e-05
P54252,P04637,1,0.9110549688339233
Q93009,P10275,1,0.7889097332954407
Q86UV5,O75367,0,0.6563065052032471
Q13107,P51784,0,0.11619427800178528
Q14694,P13569,1,0.9751520752906799
Q96DC9,Q13625,0,0.9315869808197021
Q9Y2K6,Q16665,1,0.6895879507064819
Q14694,Q96HY6,0,0.14504459500312805
Q96DX7,Q9Y577,1,0.6900115609169006
Q14694,P04637,1,0.8814135193824768
Q9Y5T5,Q8WVF1,0,0.6213909983634949
Q9Y4E8,O60256,0,0.41975846886634827
Q96G74,P24928,0,0.9160118103027344
O75604,Q9UBB9,0,0.37960630655288696
Q6R6M4,Q92769,0,0.7620512843132019
Q93008,P11308,1,0.9686034917831421
Q9Y6I4,P01106,0,0.9944376945495605
Q5VVQ6,Q15717,0,0.9920153617858887
P62068,O60346,1,0.8046561479568481
Q93008,Q99683,1,0.8747289776802063
Q93009,Q16254,0,0.995236337184906
Q6R6M4,O95760,0,0.5146170854568481
Q9Y4E8,Q9UKN8,0,0.017310986295342445
Q13107,P06400,1,0.9928573369979858
P46736,O95271,1,0.727989912033081
P40818,P55085,1,0.9869158267974854
Q93008,Q9C0B0,0,0.999042809009552
P54578,O14920,1,0.8477412462234497
Q96FW1,Q15796,1,0.9846439361572266
O94966,Q92828,1,0.7343927025794983
Q9NQC7,Q13618,0,0.5627653002738953
Q9UPT9,P49848,0,0.13126197457313538
Q9NQC7,P53350,1,0.9477872252464294
Q9UMW8,Q15750,1,0.8611297607421875
Q9Y2K6,P29371,0,0.9932575225830078
Q9UMW8,Q9HCE1,0,0.8860765695571899
Q9UPT9,Q16777,1,0.9563805460929871
P54252,O15379,1,0.8411763906478882
Q6R6M4,Q92819,1,0.9169543385505676
P54578,O14641,1,0.9555275440216064
Q9Y5K5,P58107,0,0.0001188680762425065
Q5VVQ6,P55072,1,0.9950528740882874
Q86T82,Q12834,0,0.6715942025184631
P15374,P30837,0,0.2697999179363251
Q9Y5E6,Q13433,0,0.9977878332138062
Q9H0E7,Q16778,1,0.9949616193771362
Q6R6M4,P11802,0,0.8362246155738831
Q86T82,P78396,1,0.9513493776321411
Q9Y6I4,P16104,1,0.9631217122077942
Q9NQC7,P02538,0,0.03453579545021057
Q0WX57,Q9Y256,1,0.999432384967804
Q13107,O43395,1,0.0002780010108835995
Q9UPT9,O43169,0,0.23898012936115265
Q9BXU7,O43663,1,0.9937934875488281
Q14694,Q03518,1,0.972711443901062
Q13107,P61421,0,0.3281799852848053
Q13107,P59942,0,0.04524233937263489
Q92560,Q13435,0,0.030139271169900894
Q93008,Q5T4S7,0,0.2063368260860443
Q9NQC7,P20749,1,0.9531069397926331
Q9UPU5,P49407,0,0.9940451383590698
Q93009,O00463,0,0.8701872825622559
Q9UPT9,P48431,1,0.45996928215026855
Q93009,Q92963,0,0.30059027671813965
Q70CQ3,O95831,0,0.010105329565703869
Q9NQC7,Q9NZN5,1,0.8237335085868835
P54578,Q7Z406,0,0.021301323547959328
O00487,O95863,1,0.6129146814346313
Q9P275,Q9Y570,1,0.04184709116816521
Q9UK80,Q9H9S0,1,0.38267311453819275
P35125,Q14CW9,0,0.03578553348779678
Q93008,Q15154,1,0.8955398797988892
P54578,Q9BR76,0,0.6496270298957825
Q93009,P52294,0,0.023966005071997643
Q9H9J4,P14780,1,0.9519548416137695
Q70CQ3,Q8IXI2,1,0.29341426491737366
Q96G74,P04637,1,0.933737576007843
P45974,P12004,0,0.9920692443847656
P40818,O15554,1,0.9074064493179321
O95630,P17302,1,0.1674690991640091
Q6R6M4,P0CG48,0,0.06857737898826599
Q92995,P54277,0,0.8987966179847717
O75604,Q96MT8,0,0.07079263776540756
Q9Y4E8,Q2NL82,0,0.31782016158103943
Q96RU2,O75409,0,0.06051081791520119
Q9Y2K6,Q3KQU3,0,0.002773591550067067
Q5VVJ2,P0C0S8,1,0.8953667879104614
Q9UPT9,Q14469,1,0.6057704091072083
O94782,P27482,0,0.15086184442043304
Q9H3M9,Q969Q1,0,0.5104240775108337
Q93009,P49750,0,0.9745005369186401
Q13107,P62195,0,0.4748433828353882
Q93009,P04198,1,0.7664881944656372
Q86T82,P01106,1,0.8738870024681091
Q14694,P61964,0,0.6671777963638306
O94966,Q92769,1,0.7738227844238281
P51784,Q92499,0,0.5202260613441467
P21580,Q9UK99,0,0.26480013132095337
Q6R6M4,O95786,1,0.997357189655304
Q93008,P04637,1,0.9543949961662292
Q9UHP3,P63279,0,0.930389940738678
O00507,Q13485,1,0.8843045234680176
Q9NQC7,O95786,1,0.9960428476333618
Q86UV5,Q6FI13,1,0.9554749131202698
Q92560,P51610,1,0.4312167167663574
Q9UPT9,P0C0S8,1,0.95879065990448
Q9UPT9,P35226,1,0.9809302091598511
Q13107,P51449,1,0.9082178473472595
Q9Y4E8,Q9HAU4,1,0.7887271642684937
Q9Y2K6,O15049,0,0.2568674385547638
P54252,P35580,0,0.018652604892849922
P51784,Q9H0Y0,0,0.030618997290730476
Q9UPU5,Q9NWS0,0,0.7911959290504456
Q86T82,P30260,0,0.5513031482696533
O95630,Q15796,0,0.950035572052002
Q8NB14,Q9UHD2,1,0.8069571256637573
P54252,Q92934,1,0.9394596219062805
Q93008,Q86YT6,1,0.9021604061126709
Q14694,P42771,1,0.1951286941766739
Q9P275,O95602,1,0.00036641518818214536
Q70EL3,P30291,1,0.779714047908783
Q70EL2,Q8N5C6,0,0.004519648849964142
Q93009,Q53GI3,0,0.9362239837646484
Q14694,O15084,0,0.9496910572052002
Q93009,P54252,0,0.2871047854423523
Q5D1E8,Q9BYV6,0,0.48819297552108765
Q14694,Q7Z2W7,0,0.9900762438774109
Q93008,P42345,1,0.24379116296768188
Q96K76,Q06330,0,0.9053817391395569
Q93008,Q8IYB3,0,0.9521547555923462
P51784,P61956,0,0.21888627111911774
Q9Y5K5,P35527,0,0.18458625674247742
Q96G74,O95071,1,0.5924463272094727
Q96FW1,P10636,1,0.058786895126104355
Q9P275,Q9BYG3,0,0.3622177541255951
Q93009,O14773,1,0.1787511706352234
P15374,Q15797,1,0.9174677729606628
Q13107,Q02556,1,0.9656151533126831
P09936,Q9GZV3,1,0.5458968877792358
Q93008,P43403,1,0.8910570740699768
Q9Y4E8,Q9NRL3,0,0.4262167811393738
Q9NQC7,P39019,0,0.9171409010887146
Q93008,P37840,1,0.6432161927223206
Q9NQC7,Q9UHD2,1,0.9043248891830444
P40818,Q9NZQ7,0,0.6637930870056152
O75317,Q9BQQ3,0,0.10979349911212921
Q9UPT9,P14635,1,0.9330431222915649
O75604,Q9UBU9,0,0.2527517080307007
Q5T2D3,Q13045,0,0.9371435642242432
Q5VV17,Q13546,0,0.9280665516853333
Q9NQC7,Q9Y4K3,1,0.9608032703399658
Q93009,Q9Y4H2,1,0.9865036010742188
Q6GQQ9,Q7L775,0,0.9652038812637329
Q86T82,P40305,1,0.3469381630420685
Q6R6M4,Q00534,0,0.8708779215812683
Q96FW1,P30566,0,0.23261485993862152
O94782,O60346,1,0.8664110898971558
Q93008,Q96EK5,0,0.9473170638084412
Q9UPT9,Q86WV6,1,0.7934790253639221
O75604,P51168,1,0.9065272808074951
Q93008,Q07820,1,0.9800012707710266
P21580,P63104,0,0.2507275938987732
Q93008,P61247,0,0.04805571213364601
Q93009,P29590,1,0.9521748423576355
Q93008,O00327,1,0.7646712064743042
Q96G74,Q12933,1,0.9869591593742371
O94966,Q0VGL1,0,0.036817122250795364
P51784,Q6ZQN5,0,0.9969769716262817
P45974,Q9NZQ7,0,0.5739732980728149
P54252,P11441,0,0.5291923880577087
Q92905,Q16584,0,0.9419907927513123
Q8TEY7,Q92813,1,0.9892042279243469
Q9NQC7,Q9H936,0,0.2157384604215622
P51784,O15111,1,0.8838100433349609
Q9Y4E8,P25054,1,0.26511919498443604
Q70CQ1,P62807,1,0.99460768699646
Q9UPT9,Q8NBE8,0,0.28701889514923096
O00487,P04626,1,0.930696964263916
P46736,Q9UII4,0,0.9011850357055664
Q6R6M4,P30304,1,0.05630405619740486
Q9Y4E8,Q15796,1,0.9010511636734009
P21580,Q9Y4X5,0,0.1917552500963211
Q93008,Q9HCE7,1,0.7747780084609985
Q9Y2K6,P11310,0,0.07403336465358734
P54252,O60260,1,0.27823153138160706
Q9Y4E8,P46781,0,0.7590327262878418
P62068,Q16778,1,0.9941440224647522
Q96RU2,Q92560,0,0.5926973223686218
P40818,Q01628,0,0.9371578097343445
Q5VVJ2,Q16777,1,0.8954251408576965
Q96FW1,Q13490,1,0.7321813702583313
Q13107,P35222,1,0.9924837946891785
P21580,Q12933,1,0.9648042321205139
Q86T82,P20248,1,0.9499459862709045
Q9NQC7,Q12933,1,0.9709253907203674
Q9UPT9,O75478,0,0.0552322119474411
Q93008,O15054,0,0.19226036965847015
P09936,P08238,0,0.06084965541958809
O75317,P62993,0,0.677421510219574
Q13107,Q13485,1,0.9026730060577393
Q13107,Q8IZD4,0,0.13464654982089996
Q9NQC7,O43318,1,0.9439877271652222
Q13107,Q6NVV7,0,0.16190721094608307
Q0WX57,Q9H7L9,1,0.9950776696205139
Q13107,O95786,1,0.9977455735206604
Q9UHP3,Q13829,0,0.7438827157020569
O75604,Q00653,0,0.9457250833511353
Q96DC9,Q13114,1,0.9033381938934326
Q14694,Q9Y230,0,0.6806774735450745
Q9UPT9,P61981,0,0.12341935187578201
Q93009,Q9H568,0,0.9244749546051025
