DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI
Q9UK80,P51587,1,5.3865,3.15,0.003403671784326434
Q9UK80,Q13546,1,38.456208,7.912800000000001,0.5875382423400879
Q9UK80,Q86WV6,1,20.97144,13.797,0.7659469842910767
Q9UK80,Q9BZS1,1,27.431668,13.1252,0.882565438747406
Q9UK80,Q9H9S0,1,16.537752,7.912800000000001,0.38267311453819275
P09936,P09936,1,8.5995,1.17,0.01548877265304327
P09936,Q16620,1,6.3,1.0,0.8353630304336548
P09936,Q16665,1,12.775,1.0,0.9053159952163696
P09936,Q92905,1,6.8856,1.0,0.03490060195326805
P09936,Q9NPH5,1,4.7151,1.17,0.9880262613296509
Q8NB14,Q9UHD2,1,3.1126,1.97,0.8069571256637573
O94782,O60346,1,22.205003,14.7053,0.8664110898971558
O94782,P12004,1,4.3105,1.85,0.3140351474285126
O94782,P41134,1,18.012316,11.4002,0.7530996799468994
O94782,Q02363,1,4.2705,1.17,0.9468397498130798
O94782,Q02535,1,11.3523,4.79,0.7094995379447937
O94782,Q9BXW9,1,15.04686,1.97,0.5121079683303833
O94782,Q9NVI1,1,6.069,2.38,8.80142324604094e-05
P35125,P05412,1,12.3453,3.19,0.9161169528961182
P35125,P14780,1,10.769596,6.8162,0.636933445930481
Q92995,O75030,1,38.476185,17.8959,0.16105304658412933
Q92995,Q07820,1,8.55855,1.17,0.954593300819397
Q92995,Q14457,1,2.4453,1.17,0.9930747747421265
Q92995,Q86WV6,1,83.52105,38.847,0.5917932391166687
Q92995,Q96RL1,1,4.035,1.5,0.30706876516342163
Q9Y6I4,O95786,1,11.4002,11.4002,0.9435232877731323
Q9Y6I4,P04637,1,82.566172,33.4276,0.9832927584648132
Q9Y6I4,P0C0S8,1,176.311359,32.5899,0.9601075053215027
Q9Y6I4,P16104,1,36.322091,14.7053,0.9631217122077942
Q9Y6I4,P62807,1,39.405744,7.912800000000001,0.9886142015457153
Q9Y6I4,Q96RL1,1,3.1126,1.97,0.11703207343816757
Q9Y6I4,Q9H9S0,1,78.34824,14.1168,0.6897016167640686
P51784,O14920,1,9.9864,6.57,0.584593653678894
P51784,O15111,1,20.97144,13.797,0.8838100433349609
P51784,O43663,1,4.9742,2.38,0.9939006567001343
P51784,P04637,1,1052.69147648,56.729600000000005,0.8262993693351746
P51784,P16104,1,29.140584,9.6492,0.8868298530578613
P51784,P25963,1,5.4963,1.97,0.4622708857059479
P51784,P29590,1,6.0228,2.52,0.6889231204986572
P51784,P35226,1,101.1428145,7.8741,0.9196947813034058
P51784,P36897,1,48.7792305,6.4350000000000005,0.7646659016609192
P51784,P37173,1,18.40374,6.8162,0.5084757804870605
P51784,P51587,1,4.9742,2.38,0.9998866319656372
P51784,P98170,1,2.04,1.5,0.4221712052822113
P51784,Q01831,1,14.3583,6.27,0.9998179078102112
P51784,Q14135,1,2.04,1.5,0.12246732413768768
P51784,Q92633,1,16.8492,11.085,0.5109648704528809
P51784,Q96S59,1,169.40826672,18.3736,0.8202784061431885
P21580,O43353,1,430.8206544,45.464400000000005,0.45571646094322205
P21580,P04637,1,22.52301,1.97,0.9721766710281372
P21580,P19838,1,79.223412,33.4276,0.9825572371482849
P21580,Q12933,1,285.5475,77.175,0.9648042321205139
P21580,Q13137,1,4.469,1.0,0.08682572841644287
P21580,Q13546,1,33.20031,7.085000000000001,0.9060823917388916
P21580,Q14457,1,2.88,1.0,0.9976929426193237
P21580,Q14790,1,14.22603,1.17,0.31667977571487427
P21580,Q92985,1,11.433,1.0,0.7998520731925964
P21580,Q9Y4K3,1,179.6012988,31.9121,0.706618070602417
P21580,Q9Y6K9,1,14.4522,2.48,0.6747123599052429
Q86UV5,P08151,1,3.19,3.19,0.8400240540504456
Q86UV5,Q12933,1,23.16816,8.5808,0.9773558378219604
Q9BXU7,O43663,1,3.7604,2.38,0.9937934875488281
Q9BXU7,P0C0S8,1,23.234374,14.7053,0.9279656410217285
Q9BXU7,P10275,1,35.396592,19.3424,0.623893141746521
Q9BXU7,Q00987,1,13.700562,6.8162,0.9872376918792725
Q9UHP3,O95271,1,3.1126,1.97,0.9646950364112854
Q9UHP3,P50991,1,10.3994,3.19,0.06389221549034119
Q9UHP3,Q13114,1,13.5342,6.57,0.9433400630950928
Q13107,O15530,1,47.7411,10.3785,0.46112293004989624
Q13107,O75365,1,9.0228,4.38,0.17607462406158447
Q13107,O95786,1,66.630487,17.959699999999998,0.9977455735206604
Q13107,P04637,1,1188.87058932,123.6938,0.9021981954574585
Q13107,P06400,1,198.5493642,19.5866,0.9928573369979858
Q13107,P15884,1,595.26316416,57.4656,0.9059385061264038
Q13107,P19474,1,5.8653,1.0,0.26611724495887756
Q13107,P28749,1,494.88556656,18.3736,0.9955904483795166
Q13107,P35222,1,358.42977954,19.3158,0.9924837946891785
Q13107,P36897,1,53.864748,4.033,0.7533635497093201
Q13107,P49116,1,56.256896,28.9984,0.6099736094474792
Q13107,P51449,1,16.537752,7.912800000000001,0.9082178473472595
Q13107,P62937,1,5.44,1.0,0.3579198122024536
Q13107,Q02556,1,6.8585,3.19,0.9656151533126831
Q13107,Q08999,1,78.749568,11.3472,0.9991938471794128
Q13107,Q12933,1,317.47375968,18.3736,0.9508397579193115
Q13107,Q13107,1,16.42284,3.15,0.01333099789917469
Q13107,Q13546,1,68.673751,14.7053,0.5256303548812866
Q13107,Q15287,1,2.2464,1.17,0.03603344038128853
Q13107,Q15306,1,8.6025,1.85,0.867951512336731
Q13107,Q9Y4K3,1,35.7408,6.57,0.9512447714805603
P54252,O60260,1,12.7596,1.0,0.27823153138160706
P54252,P04637,1,8.0878,1.0,0.9110549688339233
P54252,P55072,1,7.9709,1.0,0.04361427202820778
P54252,Q07812,1,4.76,1.0,0.911797285079956
P54252,Q92934,1,5.44,1.0,0.9394596219062805
P54252,Q9UNE7,1,49.77,1.0,0.5697208046913147
Q9UPU5,P04637,1,82.566172,33.4276,0.9028138518333435
Q9UPU5,Q92466,1,10.769596,6.8162,0.6246818900108337
Q5VVQ6,P17661,1,3.1126,1.97,0.011130953207612038
Q5VVQ6,P55072,1,5.8266,1.17,0.9950528740882874
Q5VVQ6,Q96J02,1,35.2928,13.12,0.9406255483627319
P40818,O15554,1,5.4963,1.97,0.9074064493179321
P40818,O60260,1,10.9335,1.97,0.17994670569896698
P40818,O94979,1,4.53,1.5,0.09155017882585526
P40818,P00533,1,168.85562562,16.8751,0.9091033935546875
P40818,P04626,1,166.647456,17.9577,0.6961983442306519
P40818,P04629,1,82.61462,17.959699999999998,0.9086270928382874
P40818,P08581,1,593.025048,41.0256,0.6351310014724731
P40818,P17302,1,35.8344,2.52,0.8129755258560181
P40818,P21860,1,740.9639664,23.2785,0.7404657602310181
P40818,P37088,1,5.9292,2.43,0.6533718109130859
P40818,P42261,1,20.516762,6.8162,0.935087263584137
P40818,P55085,1,256.0212711,13.797,0.9869158267974854
P40818,P56817,1,8.4915,1.85,0.16322264075279236
P40818,Q16665,1,11.34,3.15,0.8333775997161865
P40818,Q6FHJ7,1,7.0056,2.52,0.8779418468475342
P40818,Q96J02,1,101.639916,7.912800000000001,0.6224510073661804
P40818,Q96JA1,1,19.630656,6.8162,0.9670668840408325
P40818,Q99835,1,70.9792,13.12,0.9808720350265503
P40818,Q9H4P4,1,4.74201,1.17,0.710355281829834
Q9NQC7,O14640,1,47.232,13.12,0.9700658917427063
Q9NQC7,O15105,1,105.11212404,11.4002,0.896755039691925
Q9NQC7,O43353,1,147.69415108,14.7053,0.9126204252243042
Q9NQC7,O95786,1,98.07706062,11.4002,0.9960428476333618
Q9NQC7,P04629,1,37.498515,14.7053,0.9650721549987793
Q9NQC7,P06239,1,122.236308,10.4155,0.8687183856964111
Q9NQC7,P20749,1,19.5138,1.85,0.9531069397926331
Q9NQC7,P31749,1,41.23317,3.07,0.686124861240387
Q9NQC7,P49116,1,22.835568,4.38,0.6492599844932556
Q9NQC7,P53350,1,10.1556,2.52,0.9477872252464294
Q9NQC7,P78352,1,11.718,3.15,0.8378952741622925
Q9NQC7,Q12933,1,91.5375285,17.8959,0.9709253907203674
Q9NQC7,Q13546,1,120.0874528,12.6728,0.8893535733222961
Q9NQC7,Q14669,1,30.292918,14.7053,0.9719408750534058
Q9NQC7,Q6Q0C0,1,40.43915136,6.8162,0.1513383686542511
Q9NQC7,Q8NHQ1,1,11.37045,1.5,0.004019977990537882
Q9NQC7,Q9NPH5,1,2.21,1.0,0.9957418441772461
Q9NQC7,Q9NZN5,1,5.292,2.52,0.8237335085868835
Q9NQC7,Q9Y4K3,1,84.62566,22.8718,0.9608032703399658
Q9NQC7,Q9Y6K9,1,1195.94273664,96.9568,0.8148933053016663
Q9P275,P01106,1,69.921399,29.5027,0.6693868637084961
Q9P275,Q9H6R0,1,7.2329,4.79,0.03846759349107742
P15374,O15315,1,4.5507,1.97,0.5022963881492615
Q96G74,O00463,1,471.82016,35.4752,0.9102793335914612
Q96G74,O14737,1,2.7,1.0,0.002303685760125518
Q96G74,P04637,1,35.03448,1.97,0.933737576007843
Q96G74,Q12933,1,1142.072862,65.5234,0.9869591593742371
Q96G74,Q13114,1,264.30173858,65.5234,0.937246561050415
Q96G74,Q9Y4K3,1,564.60096,42.4512,0.9400619268417358
A6NNY8,O43521,1,1.58,1.0,0.0009352681809104979
A6NNY8,P62807,1,18.012316,11.4002,0.9921121597290039
A6NNY8,Q14469,1,22.313775,10.3785,0.6179414987564087
Q6R6M4,P16104,1,19.4472,4.38,0.8623836040496826
Q96FW1,O95863,1,1.9071,1.17,0.7604016661643982
Q96FW1,P04637,1,132.49944,11.29,0.9951345324516296
Q96FW1,P10636,1,24.885,10.5,0.058786895126104355
Q96FW1,P27694,1,2.565,1.5,0.01804332621395588
Q96FW1,P61088,1,2.7,1.0,0.286344051361084
Q96FW1,Q08050,1,3.9597,1.97,0.8305656909942627
Q96FW1,Q13114,1,148.5792,42.4512,0.9264143705368042
Q96FW1,Q13490,1,7.5725,3.25,0.7321813702583313
Q96FW1,Q15796,1,21.55968,1.97,0.9846439361572266
Q96FW1,Q8TB45,1,2.21,1.0,0.03468623012304306
Q96FW1,Q9Y4K3,1,108.758819,26.9873,0.9445672035217285
Q5VV17,O15105,1,1.58,1.0,0.8096879720687866
Q5VV17,P04637,1,3.8218,1.97,0.9807832837104797
Q9Y5K5,P25963,1,2.15,1.0,0.39076560735702515
Q9Y5K5,P35228,1,2.06,1.0,0.906466543674469
Q9Y5K5,P36897,1,5.55,1.0,0.8383824825286865
Q9Y5K5,Q01094,1,2.15,1.0,0.02226177789270878
Q70EL2,P07992,1,5.4,1.5,0.004310791380703449
P54578,O14641,1,6.0452,2.38,0.9555275440216064
P54578,O14920,1,3.315,1.5,0.8477412462234497
P54578,P10275,1,37.689636,15.9028,0.6147534847259521
P54578,P35222,1,161.80362,35.1747,0.5774255394935608
P54578,P61073,1,27.018474,11.4002,0.6595714688301086
P54578,Q14457,1,2.7963,1.17,0.9736896753311157
P54578,Q86WI3,1,27.431668,13.1252,0.2097911387681961
P54578,Q96GD4,1,2.457,1.17,0.8858392238616943
P54578,Q9NYJ8,1,5.292,2.52,0.8044465780258179
P54578,Q9UBS5,1,29.039976,7.912800000000001,0.7017195224761963
O75604,O15151,1,143.753658,6.8162,0.9385984539985657
O75604,O15534,1,5.6406,2.38,0.5812025666236877
O75604,P08253,1,16.537752,7.912800000000001,0.7306224703788757
O75604,P24385,1,18.522,2.52,0.94370436668396
O75604,P25445,1,9.0228,4.38,0.014035080559551716
O75604,P37088,1,5.4963,1.97,0.8217906355857849
O75604,Q00987,1,61.54496712,7.912800000000001,0.9572116732597351
O75604,Q03431,1,3.315,1.5,0.8223872184753418
O75604,Q96EB6,1,239.0176404,17.8959,0.49212199449539185
P12956,Q07820,1,8.388,1.0,0.4796033501625061
Q9H9J4,P04637,1,82.566172,33.4276,0.8033531308174133
Q9H9J4,P14780,1,29.349276,17.8959,0.9519548416137695
Q9H9J4,P62807,1,71.833752,45.464400000000005,0.9910919070243835
Q53GS9,Q96GD4,1,6.489,3.15,0.8610762357711792
Q8TEY7,O43303,1,3.5938,2.38,0.0015248189447447658
Q8TEY7,P07550,1,81.0744,16.28,0.9930009841918945
Q8TEY7,P11234,1,2.55,1.0,0.07946722954511642
Q8TEY7,P49407,1,8.115,1.5,0.4112902581691742
Q8TEY7,Q92813,1,18.522,1.5,0.9892042279243469
Q504Q3,Q9Y294,1,1.85,1.85,0.04663466662168503
O00487,O95863,1,3.9597,1.97,0.6129146814346313
O00487,P04626,1,10.9335,1.97,0.930696964263916
O00487,Q01860,1,6.489,3.15,0.8236441612243652
Q6GQQ9,P00533,1,102.19794552,11.8792,0.3910709619522095
Q6GQQ9,P43403,1,136.81337868,15.9028,0.44801443815231323
Q6GQQ9,Q13114,1,832.0761612,59.72409999999999,0.8384220600128174
Q6GQQ9,Q13546,1,217.55978244,14.2857,0.440166175365448
Q6GQQ9,Q9Y4K3,1,218.9215791,18.0049,0.9524362683296204
Q14694,P04637,1,142.826838,38.4978,0.8814135193824768
Q14694,P0C0S5,1,18.40374,6.8162,0.8827411532402039
Q14694,P13569,1,4.2365,1.85,0.9751520752906799
Q14694,P43246,1,15.876,2.52,0.9316766858100891
Q14694,P54646,1,9.198,2.52,0.9050477743148804
Q14694,P60484,1,9.198,2.52,0.9921116828918457
Q14694,P62807,1,12.897864,7.912800000000001,0.9944766163825989
Q14694,Q03518,1,3.1126,1.97,0.972711443901062
Q14694,Q14457,1,70.33404,12.6728,0.9704867601394653
Q14694,Q8N6T7,1,13.223428,6.8162,0.35265782475471497
Q14694,Q9UL17,1,2.565,1.5,0.04577389732003212
Q14694,Q9Y4K3,1,108.869768,22.8718,0.9564674496650696
Q14694,Q9Y6K9,1,24.181905,10.3785,0.6685817837715149
Q93008,A5PKW4,1,25.5936,2.48,0.014118988066911697
Q93008,O00327,1,14.805414,3.6738,0.7646712064743042
Q93008,O60285,1,6.94,1.0,0.5207730531692505
Q93008,P04637,1,1160.22310524,123.6938,0.9543949961662292
Q93008,P12830,1,8.6025,1.85,0.9870583415031433
Q93008,P23588,1,3.4272,2.52,0.06980198621749878
Q93008,P33981,1,13.986,3.15,0.35547149181365967
Q93008,P35222,1,163.82888928,19.3158,0.9911200404167175
Q93008,P37840,1,4.6,1.0,0.6432161927223206
Q93008,P42345,1,16.6374,1.17,0.24379116296768188
Q93008,P42566,1,22.53286,1.97,0.6593109369277954
Q93008,P46937,1,28.88172,7.912800000000001,0.6953272223472595
Q93008,P48431,1,16.077,6.9,0.2960244119167328
Q93008,P50542,1,30.409005,10.3785,0.2976780831813812
Q93008,Q07820,1,11.3841,1.17,0.9800012707710266
Q93008,Q12809,1,4.2365,1.85,0.07201840728521347
Q93008,Q13485,1,11.480175,1.97,0.826888918876648
Q93008,Q15051,1,8.778,4.18,0.12881186604499817
Q93008,Q15154,1,9.198,2.52,0.8955398797988892
Q93008,Q15797,1,11.245338,1.17,0.6899990439414978
Q93008,Q53EZ4,1,2.7963,1.17,0.37456151843070984
Q93008,Q86YR5,1,5.292,2.52,0.010018374770879745
Q93008,Q86YT6,1,5.319,1.97,0.9021604061126709
Q93008,Q96J02,1,23.8567,6.8162,0.2620439827442169
Q93008,Q96L34,1,2.457,1.17,0.5740376114845276
Q93008,Q96RU7,1,2.457,1.17,0.15175363421440125
Q93008,Q99683,1,31.74,6.9,0.8747289776802063
Q93008,Q9H992,1,37.82991,6.8162,0.6319117546081543
Q93008,Q9HCE7,1,114.379524,7.912800000000001,0.7747780084609985
Q93008,Q9NRM7,1,5.6736,1.97,0.7141937017440796
Q9H0E7,P0C0S8,1,76.773,47.1,0.921400785446167
Q9H0E7,Q01860,1,10.4155,10.4155,0.9663954377174377
Q9H0E7,Q12834,1,23.484412,11.4002,0.13056033849716187
Q9H0E7,Q13257,1,2.06,1.0,0.270028293132782
Q96BN8,Q9Y6K9,1,11.454,3.32,0.41215187311172485
Q9Y5E6,P19838,1,1.58,1.0,0.06078111007809639
Q9UMW8,P49116,1,6.6576,4.38,0.883763313293457
Q9UMW8,P60484,1,18.40374,6.8162,0.9856029748916626
Q9UMW8,Q9Y6K9,1,260.813792,96.9568,0.7171383500099182
Q70EK9,P37275,1,3.7604,2.38,0.904181957244873
Q70EK9,P62807,1,16.61688,7.912800000000001,0.9916118383407593
Q9HBJ7,P04637,1,676.9728,193.4208,0.8591064810752869
Q9HBJ7,Q9HAW4,1,10.0408,6.16,0.9999457597732544
Q92560,O15294,1,4.08,4.08,0.6312979459762573
Q92560,P0C0S8,1,1.52,1.0,0.8479262590408325
Q92560,P16104,1,7.74,1.0,0.9545701742172241
Q92560,P25490,1,7.315,1.0,0.9764436483383179
Q92560,P38398,1,18.5518,1.85,0.5328233242034912
Q92560,P51610,1,2.4453,1.17,0.4312167167663574
Q92560,Q13887,1,8.3349,2.43,0.9106242060661316
Q92560,Q96CW5,1,1.0,1.0,0.09656008332967758
Q86T82,P01106,1,57.882132,7.912800000000001,0.8738870024681091
Q86T82,P0C0S8,1,22.304544,14.1168,0.9487178921699524
Q86T82,P20248,1,6.489,3.15,0.9499459862709045
Q86T82,P46527,1,3.034,1.85,0.9818230867385864
Q9Y2K6,O75943,1,2.28,1.5,0.10146165639162064
Q9Y2K6,P07550,1,48.432075,10.4155,0.8154411911964417
Q9Y2K6,Q16665,1,8.4735,3.15,0.6895879507064819
Q9Y2K6,Q86WV6,1,23.234374,14.7053,0.9822397232055664
Q9Y2K6,Q92813,1,18.522,1.5,0.9604369401931763
Q9Y2K6,Q9HAW4,1,6.3242,3.07,0.9917769432067871
Q9Y2K6,Q9Y4K3,1,81.12636,6.57,0.936090350151062
Q70CQ3,O94826,1,7.686,3.15,0.39648622274398804
Q70CQ3,O95140,1,23.265,1.5,0.9994922876358032
Q70CQ3,P21796,1,22.3693,4.79,0.9848757386207581
Q70CQ3,Q15388,1,4.26,1.0,0.8418703079223633
Q70CQ3,Q8IWA4,1,8.51,1.85,0.9996367692947388
P46736,O95271,1,4.5507,1.97,0.727989912033081
P46736,P0C0S8,1,13.482846,3.6738,0.9285688996315002
P46736,P16104,1,194.8224222,23.2785,0.8964675068855286
P46736,Q14980,1,2.457,1.17,0.02899930812418461
Q70EL3,P30291,1,4.284,3.15,0.779714047908783
Q70EL3,Q9ULZ3,1,2.93,1.0,0.08763318508863449
Q96RU2,O60341,1,7.1424,2.48,0.9555245041847229
Q96RU2,O96017,1,18.522,1.5,0.6493127942085266
Q96RU2,P01106,1,101.08602,7.912800000000001,0.7490894794464111
Q96RU2,P05412,1,24.5196,2.52,0.8411017656326294
Q96RU2,P24864,1,2.79,1.0,0.9237477779388428
Q96RU2,Q12888,1,77.956992,13.14,0.9995198249816895
Q96RU2,Q16665,1,98.07706062,11.4002,0.6648126244544983
Q96RU2,Q969H0,1,38.476185,17.8959,0.14979037642478943
Q96RU2,Q9HAW4,1,18.94224,2.48,0.9993763566017151
Q96DC9,Q13114,1,148.5792,42.4512,0.9033381938934326
Q96DC9,Q9Y4K3,1,237.659136,43.9296,0.9393298029899597
Q93009,O14773,1,8.4735,3.15,0.1787511706352234
Q93009,O14965,1,51.818949,3.6738,0.5734871625900269
Q93009,O15151,1,23.3376,4.29,0.9286897778511047
Q93009,O43524,1,185.899021,18.7682,0.7603951096534729
Q93009,O43663,1,21.68964,3.15,0.9531356692314148
Q93009,O43684,1,19.09644,10.3785,0.679821789264679
Q93009,O60341,1,103.35654,23.2785,0.8864727020263672
Q93009,P04198,1,178.0614,38.709,0.7664881944656372
Q93009,P04637,1,950.4698112,193.4208,0.7828922271728516
Q93009,P06400,1,179.4600852,17.8959,0.9971823692321777
Q93009,P08151,1,21.8688,4.08,0.8865609765052795
Q93009,P12004,1,18.522,1.5,0.9919775724411011
Q93009,P14373,1,269.656569,19.1178,0.45680660009384155
Q93009,P19838,1,68.056002,6.57,0.9567208886146545
Q93009,P26358,1,58.2528,13.12,0.8638941049575806
Q93009,P29590,1,133.7506212,18.3736,0.9521748423576355
Q93009,P35222,1,360.5451528,35.898,0.8085481524467468
Q93009,P35226,1,80.38548,6.51,0.883124053478241
Q93009,P35568,1,4.9848,2.48,0.9707923531532288
Q93009,P37231,1,60.4808,3.46,0.5702272653579712
Q93009,P51965,1,7.38,1.0,0.35006260871887207
Q93009,P60484,1,9.198,2.52,0.9802979826927185
Q93009,P62807,1,527.444992,96.9568,0.9943811297416687
Q93009,P98177,1,226.4860899,13.671,0.7768755555152893
Q93009,Q00987,1,67.98232,18.3736,0.9286897778511047
Q93009,Q01831,1,10.0566,3.33,0.9997507929801941
Q93009,Q01860,1,80.32959,10.3785,0.8546152114868164
Q93009,Q03468,1,210.1172724,13.797,0.5407590270042419
Q93009,Q04206,1,19.600308,2.52,0.851762592792511
Q93009,Q12778,1,308.808672,17.6664,0.7771503925323486
Q93009,Q12888,1,41.123544,2.38,0.9996776580810547
Q93009,Q13127,1,11.8349,3.19,0.8821786642074585
Q93009,Q13546,1,98.1042864,8.5808,0.8727158308029175
Q93009,Q14527,1,24.181905,10.3785,0.4422905445098877
Q93009,Q14669,1,24.8248,6.16,0.7957315444946289
Q93009,Q16526,1,23.50048,2.48,0.893514096736908
Q93009,Q49AN0,1,6.8635,1.85,0.893514096736908
Q93009,Q8IXJ9,1,23.184,6.9,0.7784833312034607
Q93009,Q8IYW5,1,41.5473,1.97,0.6785831451416016
Q93009,Q92993,1,8.242065,1.17,0.9933350086212158
Q93009,Q96EP1,1,8.5995,1.17,0.2948322892189026
Q93009,Q96T88,1,10.3994,3.19,0.7173391580581665
Q93009,Q99496,1,198.349056,11.3472,0.951294481754303
Q93009,Q9BZS1,1,9.39689,4.033,0.7737609148025513
Q93009,Q9H992,1,5.8786,2.38,0.29672881960868835
Q93009,Q9HAW4,1,52.3032,2.48,0.9999645948410034
Q93009,Q9NRC8,1,60.130224,17.8959,0.30604544281959534
Q93009,Q9UER7,1,5.884866,1.17,0.9999165534973145
Q93009,Q9UPP1,1,12.5496,2.52,0.02961747534573078
Q93009,Q9Y4H2,1,26.4114,13.14,0.9865036010742188
Q93009,Q9Y6K9,1,66.2916309,10.3785,0.6678003668785095
O75317,O60346,1,3.15,3.15,0.7082195281982422
O75317,P0C0S8,1,23.234374,14.7053,0.958943784236908
O75317,P10275,1,203.561984,75.6736,0.5579217672348022
O75317,P62807,1,18.012316,11.4002,0.9943840503692627
Q70CQ2,Q8IYW5,1,2.28,1.5,0.8519524931907654
O95630,P17302,1,8.6025,1.85,0.1674690991640091
O95630,P55085,1,16.50285,1.17,0.019289225339889526
Q5T2D3,P60484,1,1.84,1.0,0.9881675839424133
P62068,O60346,1,3.15,3.15,0.8046561479568481
P62068,P42261,1,53.238934,11.4002,0.6109706163406372
Q5VVJ2,P0C0S8,1,20.234067,10.0667,0.8953667879104614
Q5D1E8,Q9Y297,0,2.37,1.0,0.27950817346572876
Q9UPT9,O75478,0,6.696,2.48,0.0552322119474411
Q9UPT9,P49848,0,5.6406,2.38,0.13126197457313538
Q9UPT9,Q12962,0,5.319,1.97,0.034003160893917084
