DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI
O94966,Q5XPI4,1,23.484412,11.4002,0.830606997013092
O94966,Q86TM6,1,17.0415,3.15,0.16979584097862244
O94966,Q92769,1,4.9848,2.48,0.5830711722373962
O94966,Q92828,1,11.4002,11.4002,0.3259959816932678
Q70CQ1,P62807,1,49.85064,7.912800000000001,0.979619026184082
Q70CQ1,Q13451,1,1.5,1.5,0.3780633807182312
Q9Y4E8,O15111,1,9.0228,4.38,0.7050443887710571
Q9Y4E8,O43541,1,4.6,1.0,0.878264844417572
Q9Y4E8,P21796,1,2.21,1.0,0.9664289355278015
Q9Y4E8,P25054,1,14.9026,5.54,0.17638719081878662
Q9Y4E8,P35222,1,66.852864,14.2848,0.9408402442932129
Q9Y4E8,P36894,1,23.3376,4.29,0.721804141998291
Q9Y4E8,P36897,1,21.8214,4.49,0.9483670592308044
Q9Y4E8,P42574,1,6.069,2.38,0.8603397011756897
Q9Y4E8,P51449,1,15.6372,3.14,0.9038671255111694
Q9Y4E8,P62807,1,17.723,4.79,0.9806032776832581
Q9Y4E8,P62877,1,5.41,1.0,0.07420157641172409
Q9Y4E8,P84022,1,4.86,1.0,0.878264844417572
Q9Y4E8,Q00987,1,36.307915,9.7865,0.9925171136856079
Q9Y4E8,Q13127,1,3.6,1.0,0.910408616065979
Q9Y4E8,Q14145,1,2.33,1.0,0.3391263484954834
Q9Y4E8,Q14258,1,14.9026,5.54,0.32731375098228455
Q9Y4E8,Q14494,1,9.9484,2.38,0.9261273741722107
Q9Y4E8,Q15020,1,9.0228,4.38,0.13570117950439453
Q9Y4E8,Q7Z569,1,6.069,2.38,0.18117783963680267
Q9Y4E8,Q8WWY3,1,4.9028,2.38,0.06838304549455643
Q9Y4E8,Q9HAU4,1,18.177,4.38,0.6037278771400452
Q9UK80,O95760,1,5.6406,2.38,0.0030287131667137146
Q9UK80,O95786,1,24.941034,14.5854,0.9821926951408386
Q9UK80,P0C0S8,1,76.773,47.1,0.8514648675918579
Q9UK80,P23771,1,5.6406,2.38,0.06052938848733902
Q9UK80,P36507,1,5.2668,2.52,0.7504100203514099
Q9UK80,P51587,1,5.3865,3.15,0.0042760903015732765
Q9UK80,Q13546,1,38.456208,7.912800000000001,0.7527591586112976
Q9UK80,Q86WV6,1,20.97144,13.797,0.8530505299568176
Q9UK80,Q9BZS1,1,27.431668,13.1252,0.857358992099762
Q9UK80,Q9H9S0,1,16.537752,7.912800000000001,0.2673256993293762
P09936,P09936,1,8.5995,1.17,0.008217893540859222
P09936,Q16620,1,6.3,1.0,0.4792727828025818
P09936,Q16665,1,12.775,1.0,0.7439848780632019
P09936,Q92905,1,6.8856,1.0,0.03218114748597145
P09936,Q9NPH5,1,4.7151,1.17,0.9585033059120178
Q8NB14,Q9UHD2,1,3.1126,1.97,0.6831114292144775
O94782,O60346,1,22.205003,14.7053,0.7442800998687744
O94782,P12004,1,4.3105,1.85,0.3675954043865204
O94782,P41134,1,18.012316,11.4002,0.8419952988624573
O94782,Q02363,1,4.2705,1.17,0.8339370489120483
O94782,Q02535,1,11.3523,4.79,0.8033866882324219
O94782,Q9BXW9,1,15.04686,1.97,0.001904792501591146
O94782,Q9NVI1,1,6.069,2.38,1.66807458299445e-05
P35125,P05412,1,12.3453,3.19,0.6836573481559753
P35125,P14780,1,10.769596,6.8162,0.530083179473877
Q92995,O75030,1,38.476185,17.8959,0.5102850794792175
Q92995,Q07820,1,8.55855,1.17,0.9671730399131775
Q92995,Q14457,1,2.4453,1.17,0.9855808615684509
Q92995,Q86WV6,1,83.52105,38.847,0.6777383089065552
Q92995,Q96RL1,1,4.035,1.5,0.043142784386873245
Q9Y6I4,O95786,1,11.4002,11.4002,0.9980288147926331
Q9Y6I4,P04637,1,82.566172,33.4276,0.9861701726913452
Q9Y6I4,P0C0S8,1,176.311359,32.5899,0.9038093686103821
Q9Y6I4,P16104,1,36.322091,14.7053,0.9218183755874634
Q9Y6I4,P62807,1,39.405744,7.912800000000001,0.9734912514686584
Q9Y6I4,Q96RL1,1,3.1126,1.97,0.03439580649137497
Q9Y6I4,Q9H9S0,1,78.34824,14.1168,0.20163042843341827
P51784,O14920,1,9.9864,6.57,0.7517770528793335
P51784,O15111,1,20.97144,13.797,0.659517765045166
P51784,O43663,1,4.9742,2.38,0.9997259974479675
P51784,P04637,1,1052.69147648,56.729600000000005,0.8523493409156799
P51784,P16104,1,29.140584,9.6492,0.8521286845207214
P51784,P25963,1,5.4963,1.97,0.6927602887153625
P51784,P29590,1,6.0228,2.52,0.9074949026107788
P51784,P35226,1,101.1428145,7.8741,0.8167389631271362
P51784,P36897,1,48.7792305,6.4350000000000005,0.722927451133728
P51784,P37173,1,18.40374,6.8162,0.9500597715377808
P51784,P51587,1,4.9742,2.38,0.9717810153961182
P51784,P98170,1,2.04,1.5,0.6180723905563354
P51784,Q01831,1,14.3583,6.27,0.9987322688102722
P51784,Q14135,1,2.04,1.5,0.004961919970810413
P51784,Q92633,1,16.8492,11.085,0.9431037306785583
P51784,Q96S59,1,169.40826672,18.3736,0.21862968802452087
P21580,O43353,1,430.8206544,45.464400000000005,0.9541628956794739
P21580,P04637,1,22.52301,1.97,0.9362954497337341
P21580,P19838,1,79.223412,33.4276,0.8968691229820251
P21580,Q12933,1,285.5475,77.175,0.8835110664367676
P21580,Q13137,1,4.469,1.0,0.15779104828834534
P21580,Q13546,1,33.20031,7.085000000000001,0.7194350957870483
P21580,Q14457,1,2.88,1.0,0.996650755405426
P21580,Q14790,1,14.22603,1.17,0.5292573571205139
P21580,Q92985,1,11.433,1.0,0.7697736024856567
P21580,Q9Y4K3,1,179.6012988,31.9121,0.8475672006607056
P21580,Q9Y6K9,1,14.4522,2.48,0.7521780133247375
Q86UV5,P08151,1,3.19,3.19,0.8736258745193481
Q86UV5,Q12933,1,23.16816,8.5808,0.904822826385498
Q9BXU7,O43663,1,3.7604,2.38,0.9818416833877563
Q9BXU7,P0C0S8,1,23.234374,14.7053,0.8642369508743286
Q9BXU7,P10275,1,35.396592,19.3424,0.6725215315818787
Q9BXU7,Q00987,1,13.700562,6.8162,0.9885636568069458
Q9UHP3,O95271,1,3.1126,1.97,0.6872957348823547
Q9UHP3,P50991,1,10.3994,3.19,0.08266083151102066
Q9UHP3,Q13114,1,13.5342,6.57,0.8643579483032227
Q13107,O15530,1,47.7411,10.3785,0.9391843676567078
Q13107,O75365,1,9.0228,4.38,0.9619584083557129
Q13107,O95786,1,66.630487,17.959699999999998,0.9879535436630249
Q13107,P04637,1,1188.87058932,123.6938,0.792250394821167
Q13107,P06400,1,198.5493642,19.5866,0.9902198910713196
Q13107,P15884,1,595.26316416,57.4656,0.9330918788909912
Q13107,P19474,1,5.8653,1.0,0.5114611983299255
Q13107,P28749,1,494.88556656,18.3736,0.9975776076316833
Q13107,P35222,1,358.42977954,19.3158,0.9633442163467407
Q13107,P36897,1,53.864748,4.033,0.7232128381729126
Q13107,P49116,1,56.256896,28.9984,0.9006151556968689
Q13107,P51449,1,16.537752,7.912800000000001,0.7447496056556702
Q13107,P62937,1,5.44,1.0,0.6127634048461914
Q13107,Q02556,1,6.8585,3.19,0.9832272529602051
Q13107,Q08999,1,78.749568,11.3472,0.9990590214729309
Q13107,Q12933,1,317.47375968,18.3736,0.9393507838249207
Q13107,Q13107,1,16.42284,3.15,0.07751815021038055
Q13107,Q13546,1,68.673751,14.7053,0.9444394111633301
Q13107,Q15287,1,2.2464,1.17,0.08128542453050613
Q13107,Q15306,1,8.6025,1.85,0.9602491855621338
Q13107,Q9Y4K3,1,35.7408,6.57,0.8440513610839844
P54252,O60260,1,12.7596,1.0,0.10748276114463806
P54252,P04637,1,8.0878,1.0,0.8897112607955933
P54252,P55072,1,7.9709,1.0,0.39619579911231995
P54252,Q07812,1,4.76,1.0,0.9455811977386475
P54252,Q92934,1,5.44,1.0,0.2104705423116684
P54252,Q9UNE7,1,49.77,1.0,0.2631830871105194
Q9UPU5,P04637,1,82.566172,33.4276,0.9472475051879883
Q9UPU5,Q92466,1,10.769596,6.8162,0.46782439947128296
Q5VVQ6,P17661,1,3.1126,1.97,0.01097790990024805
Q5VVQ6,P55072,1,5.8266,1.17,0.9753057956695557
Q5VVQ6,Q96J02,1,35.2928,13.12,0.8672175407409668
P40818,O15554,1,5.4963,1.97,0.03463148698210716
P40818,O60260,1,10.9335,1.97,0.054876334965229034
P40818,O94979,1,4.53,1.5,0.42941582202911377
P40818,P00533,1,168.85562562,16.8751,0.6932258605957031
P40818,P04626,1,166.647456,17.9577,0.7673593163490295
P40818,P04629,1,82.61462,17.959699999999998,0.5917267799377441
P40818,P08581,1,593.025048,41.0256,0.7744736075401306
P40818,P17302,1,35.8344,2.52,0.23824530839920044
P40818,P21860,1,740.9639664,23.2785,0.7253880500793457
P40818,P37088,1,5.9292,2.43,0.7041879296302795
P40818,P42261,1,20.516762,6.8162,0.4845958352088928
P40818,P55085,1,256.0212711,13.797,0.9863585829734802
P40818,P56817,1,8.4915,1.85,0.3574085831642151
P40818,Q16665,1,11.34,3.15,0.7256369590759277
P40818,Q6FHJ7,1,7.0056,2.52,0.906570553779602
P40818,Q96J02,1,101.639916,7.912800000000001,0.8360484838485718
P40818,Q96JA1,1,19.630656,6.8162,0.9627804756164551
P40818,Q99835,1,70.9792,13.12,0.8769277334213257
P40818,Q9H4P4,1,4.74201,1.17,0.7696049213409424
Q9NQC7,O14640,1,47.232,13.12,0.9363329410552979
Q9NQC7,O15105,1,105.11212404,11.4002,0.8705421090126038
Q9NQC7,O43353,1,147.69415108,14.7053,0.9445792436599731
Q9NQC7,O95786,1,98.07706062,11.4002,0.9946171641349792
Q9NQC7,P04629,1,37.498515,14.7053,0.50989830493927
Q9NQC7,P06239,1,122.236308,10.4155,0.9293695688247681
Q9NQC7,P20749,1,19.5138,1.85,0.6688500642776489
Q9NQC7,P31749,1,41.23317,3.07,0.9869558811187744
Q9NQC7,P49116,1,22.835568,4.38,0.6964775919914246
Q9NQC7,P53350,1,10.1556,2.52,0.46025967597961426
Q9NQC7,P78352,1,11.718,3.15,0.9734286665916443
Q9NQC7,Q12933,1,91.5375285,17.8959,0.9550933837890625
Q9NQC7,Q13546,1,120.0874528,12.6728,0.9401370882987976
Q9NQC7,Q14669,1,30.292918,14.7053,0.979195237159729
Q9NQC7,Q6Q0C0,1,40.43915136,6.8162,0.2832155227661133
Q9NQC7,Q8NHQ1,1,11.37045,1.5,3.753021519514732e-05
Q9NQC7,Q9NPH5,1,2.21,1.0,0.9857708215713501
Q9NQC7,Q9NZN5,1,5.292,2.52,0.5954099297523499
Q9NQC7,Q9Y4K3,1,84.62566,22.8718,0.8872142434120178
Q9NQC7,Q9Y6K9,1,1195.94273664,96.9568,0.9287139773368835
Q9P275,P01106,1,69.921399,29.5027,0.7003302574157715
Q9P275,Q9H6R0,1,7.2329,4.79,0.004310042131692171
P15374,O15315,1,4.5507,1.97,0.31379571557044983
Q96G74,O00463,1,471.82016,35.4752,0.7687053084373474
Q96G74,O14737,1,2.7,1.0,0.006208186969161034
Q96G74,P04637,1,35.03448,1.97,0.9246442317962646
Q96G74,Q12933,1,1142.072862,65.5234,0.9890605211257935
Q96G74,Q13114,1,264.30173858,65.5234,0.909831166267395
Q96G74,Q9Y4K3,1,564.60096,42.4512,0.9940845370292664
A6NNY8,O43521,1,1.58,1.0,0.05915709584951401
A6NNY8,P62807,1,18.012316,11.4002,0.98062664270401
A6NNY8,Q14469,1,22.313775,10.3785,0.4029991626739502
Q6R6M4,P16104,1,19.4472,4.38,0.8488779067993164
Q96FW1,O95863,1,1.9071,1.17,0.546962559223175
Q96FW1,P04637,1,132.49944,11.29,0.9975687861442566
Q96FW1,P10636,1,24.885,10.5,0.08541624248027802
Q96FW1,P27694,1,2.565,1.5,0.006193588953465223
Q96FW1,P61088,1,2.7,1.0,0.396190881729126
Q96FW1,Q08050,1,3.9597,1.97,0.40068966150283813
Q96FW1,Q13114,1,148.5792,42.4512,0.9543988704681396
Q96FW1,Q13490,1,7.5725,3.25,0.633723795413971
Q96FW1,Q15796,1,21.55968,1.97,0.969086229801178
Q96FW1,Q8TB45,1,2.21,1.0,0.9471653699874878
Q96FW1,Q9Y4K3,1,108.758819,26.9873,0.7663401961326599
Q5VV17,O15105,1,1.58,1.0,0.9545688629150391
Q5VV17,P04637,1,3.8218,1.97,0.9959738850593567
Q9Y5K5,P25963,1,2.15,1.0,0.748401939868927
Q9Y5K5,P35228,1,2.06,1.0,0.03907812386751175
Q9Y5K5,P36897,1,5.55,1.0,0.45547041296958923
Q9Y5K5,Q01094,1,2.15,1.0,0.10004767030477524
Q70EL2,P07992,1,5.4,1.5,0.4831094443798065
P54578,O14641,1,6.0452,2.38,0.5680434107780457
P54578,O14920,1,3.315,1.5,0.5405579209327698
P54578,P10275,1,37.689636,15.9028,0.9016636610031128
P54578,P35222,1,161.80362,35.1747,0.9399476647377014
P54578,P61073,1,27.018474,11.4002,0.9107114672660828
P54578,Q14457,1,2.7963,1.17,0.9945322275161743
P54578,Q86WI3,1,27.431668,13.1252,0.24194598197937012
P54578,Q96GD4,1,2.457,1.17,0.6462425589561462
P54578,Q9NYJ8,1,5.292,2.52,0.081363245844841
P54578,Q9UBS5,1,29.039976,7.912800000000001,0.9788939356803894
O75604,O15151,1,143.753658,6.8162,0.9898825287818909
O75604,O15534,1,5.6406,2.38,0.8293893337249756
O75604,P08253,1,16.537752,7.912800000000001,0.6810603737831116
O75604,P24385,1,18.522,2.52,0.9395790696144104
O75604,P25445,1,9.0228,4.38,0.02430005371570587
O75604,P37088,1,5.4963,1.97,0.631964385509491
O75604,Q00987,1,61.54496712,7.912800000000001,0.9925395846366882
O75604,Q03431,1,3.315,1.5,0.8619225025177002
O75604,Q96EB6,1,239.0176404,17.8959,0.5770379900932312
P12956,Q07820,1,8.388,1.0,0.32362696528434753
Q9H9J4,P04637,1,82.566172,33.4276,0.8468146920204163
Q9H9J4,P14780,1,29.349276,17.8959,0.9371576905250549
Q9H9J4,P62807,1,71.833752,45.464400000000005,0.9771841764450073
Q53GS9,Q96GD4,1,6.489,3.15,0.5441381335258484
Q8TEY7,O43303,1,3.5938,2.38,6.675662007182837e-05
Q8TEY7,P07550,1,81.0744,16.28,0.9907819628715515
Q8TEY7,P11234,1,2.55,1.0,0.13916334509849548
Q8TEY7,P49407,1,8.115,1.5,0.6799027919769287
Q8TEY7,Q92813,1,18.522,1.5,0.9345259666442871
Q504Q3,Q9Y294,1,1.85,1.85,0.059594571590423584
O00487,O95863,1,3.9597,1.97,0.8887304067611694
O00487,P04626,1,10.9335,1.97,0.7014882564544678
O00487,Q01860,1,6.489,3.15,0.6907920837402344
Q6GQQ9,P00533,1,102.19794552,11.8792,0.9537668228149414
Q6GQQ9,P43403,1,136.81337868,15.9028,0.4764936566352844
Q6GQQ9,Q13114,1,832.0761612,59.72409999999999,0.883797287940979
Q6GQQ9,Q13546,1,217.55978244,14.2857,0.48972368240356445
Q6GQQ9,Q9Y4K3,1,218.9215791,18.0049,0.731337308883667
Q14694,P04637,1,142.826838,38.4978,0.7868929505348206
Q14694,P0C0S5,1,18.40374,6.8162,0.8495519161224365
Q14694,P13569,1,4.2365,1.85,0.785127580165863
Q14694,P43246,1,15.876,2.52,0.995248019695282
Q14694,P54646,1,9.198,2.52,0.641075074672699
Q14694,P60484,1,9.198,2.52,0.9346118569374084
Q14694,P62807,1,12.897864,7.912800000000001,0.9805594682693481
Q14694,Q03518,1,3.1126,1.97,0.786981463432312
Q14694,Q14457,1,70.33404,12.6728,0.9944542050361633
Q14694,Q8N6T7,1,13.223428,6.8162,0.5428356528282166
Q14694,Q9UL17,1,2.565,1.5,0.016363251954317093
Q14694,Q9Y4K3,1,108.869768,22.8718,0.8329708576202393
Q14694,Q9Y6K9,1,24.181905,10.3785,0.7915670275688171
Q93008,A5PKW4,1,25.5936,2.48,0.029853349551558495
Q93008,O00327,1,14.805414,3.6738,0.6406973004341125
Q93008,O60285,1,6.94,1.0,0.9385887384414673
Q93008,P04637,1,1160.22310524,123.6938,0.9264479279518127
Q93008,P12830,1,8.6025,1.85,0.9979342222213745
Q93008,P23588,1,3.4272,2.52,0.03786448389291763
Q93008,P33981,1,13.986,3.15,0.9337311387062073
Q93008,P35222,1,163.82888928,19.3158,0.9631138443946838
Q93008,P37840,1,4.6,1.0,0.02446618117392063
Q93008,P42345,1,16.6374,1.17,0.047452766448259354
Q93008,P42566,1,22.53286,1.97,0.8402345180511475
Q93008,P46937,1,28.88172,7.912800000000001,0.44936272501945496
Q93008,P48431,1,16.077,6.9,0.586910605430603
Q93008,P50542,1,30.409005,10.3785,0.03315851464867592
Q93008,Q07820,1,11.3841,1.17,0.9948620200157166
Q93008,Q12809,1,4.2365,1.85,0.053719181567430496
Q93008,Q13485,1,11.480175,1.97,0.757104218006134
Q93008,Q15051,1,8.778,4.18,5.4008200095267966e-05
Q93008,Q15154,1,9.198,2.52,0.03297407925128937
Q93008,Q15797,1,11.245338,1.17,0.8927018046379089
Q93008,Q53EZ4,1,2.7963,1.17,0.9649097323417664
Q93008,Q86YR5,1,5.292,2.52,0.0016096431063488126
Q93008,Q86YT6,1,5.319,1.97,0.6694822907447815
Q93008,Q96J02,1,23.8567,6.8162,0.9159500002861023
Q93008,Q96L34,1,2.457,1.17,0.7430269122123718
Q93008,Q96RU7,1,2.457,1.17,0.9337680339813232
Q93008,Q99683,1,31.74,6.9,0.532728374004364
Q93008,Q9H992,1,37.82991,6.8162,0.5362981557846069
Q93008,Q9HCE7,1,114.379524,7.912800000000001,0.6120015978813171
Q93008,Q9NRM7,1,5.6736,1.97,0.6317920088768005
Q9H0E7,P0C0S8,1,76.773,47.1,0.9548963904380798
Q9H0E7,Q01860,1,10.4155,10.4155,0.9535588622093201
Q9H0E7,Q12834,1,23.484412,11.4002,0.7625223994255066
Q9H0E7,Q13257,1,2.06,1.0,0.5772528052330017
Q96BN8,Q9Y6K9,1,11.454,3.32,0.9260079860687256
Q9Y5E6,P19838,1,1.58,1.0,0.11358615010976791
Q9UMW8,P49116,1,6.6576,4.38,0.7426806688308716
Q9UMW8,P60484,1,18.40374,6.8162,0.9668137431144714
Q9UMW8,Q9Y6K9,1,260.813792,96.9568,0.8064650893211365
Q70EK9,P37275,1,3.7604,2.38,0.8489069938659668
Q70EK9,P62807,1,16.61688,7.912800000000001,0.9777662754058838
Q9HBJ7,P04637,1,676.9728,193.4208,0.8502481579780579
Q9HBJ7,Q9HAW4,1,10.0408,6.16,0.9999979734420776
Q92560,O15294,1,4.08,4.08,0.5010279417037964
Q92560,P0C0S8,1,1.52,1.0,0.8217867612838745
Q92560,P16104,1,7.74,1.0,0.983031153678894
Q92560,P25490,1,7.315,1.0,0.9930675029754639
Q92560,P38398,1,18.5518,1.85,0.7865426540374756
Q92560,P51610,1,2.4453,1.17,0.8709524273872375
Q92560,Q13887,1,8.3349,2.43,0.7678885459899902
Q92560,Q96CW5,1,1.0,1.0,0.014101827517151833
Q86T82,P01106,1,57.882132,7.912800000000001,0.7995386123657227
Q86T82,P0C0S8,1,22.304544,14.1168,0.9022243618965149
Q86T82,P20248,1,6.489,3.15,0.9622423052787781
Q86T82,P46527,1,3.034,1.85,0.9902999401092529
Q9Y2K6,O75943,1,2.28,1.5,0.04848486930131912
Q9Y2K6,P07550,1,48.432075,10.4155,0.8530058264732361
Q9Y2K6,Q16665,1,8.4735,3.15,0.6230853199958801
Q9Y2K6,Q86WV6,1,23.234374,14.7053,0.9701687693595886
Q9Y2K6,Q92813,1,18.522,1.5,0.9531994462013245
Q9Y2K6,Q9HAW4,1,6.3242,3.07,0.9992652535438538
Q9Y2K6,Q9Y4K3,1,81.12636,6.57,0.816701352596283
Q70CQ3,O94826,1,7.686,3.15,0.23982174694538116
Q70CQ3,O95140,1,23.265,1.5,0.9813868403434753
Q70CQ3,P21796,1,22.3693,4.79,0.9452250599861145
Q70CQ3,Q15388,1,4.26,1.0,0.18688446283340454
Q70CQ3,Q8IWA4,1,8.51,1.85,0.9999641180038452
P46736,O95271,1,4.5507,1.97,0.32752376794815063
P46736,P0C0S8,1,13.482846,3.6738,0.9390501379966736
P46736,P16104,1,194.8224222,23.2785,0.9061396718025208
P46736,Q14980,1,2.457,1.17,0.21902501583099365
Q70EL3,P30291,1,4.284,3.15,0.6496937274932861
Q70EL3,Q9ULZ3,1,2.93,1.0,0.06485161185264587
Q96RU2,O60341,1,7.1424,2.48,0.8815416097640991
Q96RU2,O96017,1,18.522,1.5,0.49605032801628113
Q96RU2,P01106,1,101.08602,7.912800000000001,0.8576162457466125
Q96RU2,P05412,1,24.5196,2.52,0.8944505453109741
Q96RU2,P24864,1,2.79,1.0,0.9755755066871643
Q96RU2,Q12888,1,77.956992,13.14,0.9925158619880676
Q96RU2,Q16665,1,98.07706062,11.4002,0.9059379696846008
Q96RU2,Q969H0,1,38.476185,17.8959,0.37517687678337097
Q96RU2,Q9HAW4,1,18.94224,2.48,0.9997422099113464
Q96DC9,Q13114,1,148.5792,42.4512,0.8940763473510742
Q96DC9,Q9Y4K3,1,237.659136,43.9296,0.870824933052063
Q93009,O14773,1,8.4735,3.15,0.9832161068916321
Q93009,O14965,1,51.818949,3.6738,0.6888605952262878
Q93009,O15151,1,23.3376,4.29,0.9890173673629761
Q93009,O43524,1,185.899021,18.7682,0.6409077644348145
Q93009,O43663,1,21.68964,3.15,0.9982671737670898
Q93009,O43684,1,19.09644,10.3785,0.42353180050849915
Q93009,O60341,1,103.35654,23.2785,0.8829668760299683
Q93009,P04198,1,178.0614,38.709,0.8370121121406555
Q93009,P04637,1,950.4698112,193.4208,0.8484931588172913
Q93009,P06400,1,179.4600852,17.8959,0.9998483657836914
Q93009,P08151,1,21.8688,4.08,0.8143678903579712
Q93009,P12004,1,18.522,1.5,0.8348025679588318
Q93009,P14373,1,269.656569,19.1178,0.2845211625099182
Q93009,P19838,1,68.056002,6.57,0.6783097982406616
Q93009,P26358,1,58.2528,13.12,0.09786444902420044
Q93009,P29590,1,133.7506212,18.3736,0.8679780960083008
Q93009,P35222,1,360.5451528,35.898,0.8696686625480652
Q93009,P35226,1,80.38548,6.51,0.9060538411140442
Q93009,P35568,1,4.9848,2.48,0.9511792659759521
Q93009,P37231,1,60.4808,3.46,0.6299694776535034
Q93009,P51965,1,7.38,1.0,0.5801880359649658
Q93009,P60484,1,9.198,2.52,0.9855027198791504
Q93009,P62807,1,527.444992,96.9568,0.978621780872345
Q93009,P98177,1,226.4860899,13.671,0.8131247758865356
Q93009,Q00987,1,67.98232,18.3736,0.9890173673629761
Q93009,Q01831,1,10.0566,3.33,0.9996541738510132
Q93009,Q01860,1,80.32959,10.3785,0.7544088363647461
Q93009,Q03468,1,210.1172724,13.797,0.6854979395866394
Q93009,Q04206,1,19.600308,2.52,0.9224599599838257
Q93009,Q12778,1,308.808672,17.6664,0.8131247758865356
Q93009,Q12888,1,41.123544,2.38,0.9999992847442627
Q93009,Q13127,1,11.8349,3.19,0.8457116484642029
Q93009,Q13546,1,98.1042864,8.5808,0.5453277826309204
Q93009,Q14527,1,24.181905,10.3785,0.914756178855896
Q93009,Q14669,1,24.8248,6.16,0.8662928342819214
Q93009,Q16526,1,23.50048,2.48,0.9216386079788208
Q93009,Q49AN0,1,6.8635,1.85,0.9216386079788208
Q93009,Q8IXJ9,1,23.184,6.9,0.31081920862197876
Q93009,Q8IYW5,1,41.5473,1.97,0.7530398368835449
Q93009,Q92993,1,8.242065,1.17,0.9235658049583435
Q93009,Q96EP1,1,8.5995,1.17,0.7052111625671387
Q93009,Q96T88,1,10.3994,3.19,0.5658742189407349
Q93009,Q99496,1,198.349056,11.3472,0.8487567901611328
Q93009,Q9BZS1,1,9.39689,4.033,0.640961766242981
Q93009,Q9H992,1,5.8786,2.38,0.4100721776485443
Q93009,Q9HAW4,1,52.3032,2.48,0.9997616410255432
Q93009,Q9NRC8,1,60.130224,17.8959,0.6033996343612671
Q93009,Q9UER7,1,5.884866,1.17,0.9949416518211365
Q93009,Q9UPP1,1,12.5496,2.52,0.16526317596435547
Q93009,Q9Y4H2,1,26.4114,13.14,0.9909291863441467
Q93009,Q9Y6K9,1,66.2916309,10.3785,0.7961769700050354
O75317,O60346,1,3.15,3.15,0.9441707730293274
O75317,P0C0S8,1,23.234374,14.7053,0.8985083699226379
O75317,P10275,1,203.561984,75.6736,0.6484346389770508
O75317,P62807,1,18.012316,11.4002,0.9791833758354187
Q70CQ2,Q8IYW5,1,2.28,1.5,0.5716312527656555
O95630,P17302,1,8.6025,1.85,0.07086384296417236
O95630,P55085,1,16.50285,1.17,0.11028466373682022
Q5T2D3,P60484,1,1.84,1.0,0.965773344039917
P62068,O60346,1,3.15,3.15,0.5448939800262451
P62068,P42261,1,53.238934,11.4002,0.9962576627731323
Q5VVJ2,P0C0S8,1,20.234067,10.0667,0.6958816051483154
Q5D1E8,Q9Y297,0,2.37,1.0,0.29099199175834656
Q9UPT9,O75478,0,6.696,2.48,0.02151140198111534
Q9UPT9,P49848,0,5.6406,2.38,0.06697894632816315
Q9UPT9,Q12962,0,5.319,1.97,0.8103902339935303
