DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,TransDSI
P62068,P06733,1,2.5344,1.32,0.854131817817688
Q9UMW8,O95863,1,1.9536,1.32,0.6931982040405273
Q93009,Q07820,1,32.0322816,3.8016,0.9679722189903259
Q9Y4E8,Q9UHD2,1,8.36352,3.8016,0.39730286598205566
P40818,Q4U2R8,1,6.8856,2.28,0.23244139552116394
Q92560,Q15831,1,2.6268,1.32,0.6232443451881409
Q96G74,Q14258,1,12.1605,3.35,0.20107989013195038
Q9Y4E8,Q9NVV4,1,2.2,1.0,0.003328776452690363
Q93009,P30304,1,2.904,1.32,0.39545708894729614
O15372,O95863,1,5.626368,3.8016,0.6622817516326904
Q93009,Q16778,1,228.94092,39.135200000000005,0.9957457184791565
Q93009,Q9H8V3,1,4.5372,2.28,0.038040947169065475
Q9Y2K6,O43623,1,2.4288,1.32,0.6684910655021667
Q9Y4E8,Q6N021,1,2.4288,1.32,0.797184944152832
Q9UMW8,P46531,1,4.958,3.35,0.7051616907119751
Q7L8S5,O00429,1,6.6665,3.35,0.19818520545959473
Q5VVJ2,Q86WV6,1,2.904,1.32,0.7624608278274536
Q9Y4E8,Q9H257,1,1.99,1.0,0.07956261932849884
Q14694,P48764,1,8.2764,2.28,0.972724199295044
Q93009,P48764,1,4.1952,2.28,0.9700883626937866
Q504Q3,Q99708,1,4.3776,2.28,0.7961113452911377
O94782,Q9BZK7,1,5.626368,3.8016,0.15326043963432312
Q93009,Q96PU5,1,138.31251424,18.1472,0.12616489827632904
O94782,Q16635,1,2.28,2.28,0.033155906945466995
O94782,P03372,1,50.04713088,6.566399999999999,0.5936919450759888
Q53GS9,P42224,1,16.067616,2.28,0.007460188120603561
Q9Y4E8,Q13451,1,5.2992,2.88,0.6600857973098755
Q4G0A6,Q08050,1,1.48,1.0,0.8135588765144348
P54252,Q15382,1,2.18,1.0,0.13560618460178375
Q14694,P24385,1,7.8408,1.32,0.9450879096984863
Q92995,Q96P20,1,6.994944,3.8016,0.8446788787841797
P40818,Q16620,1,54.438192,17.966399999999997,0.5237149000167847
Q96FW1,Q9NZQ7,1,2.8776,1.32,0.09962502121925354
Q5VV17,Q9HCE7,1,4.3608,2.76,0.15842761099338531
P51784,Q15233,1,22.675488,10.4016,0.08143126964569092
Q93008,Q6R327,1,6.3384,2.28,0.012495376169681549
Q9UK80,Q15910,1,4.5372,2.28,0.028427984565496445
Q70EL4,P37275,1,6.3344,4.28,0.7905133366584778
Q6GQQ9,P08069,1,89.77752864,11.7792,0.43409833312034607
Q9UMW8,Q9C0B1,1,1.9536,1.32,0.9117691516876221
P51784,Q16236,1,6.432,3.35,0.9334639310836792
Q93009,Q96C12,1,10.8914,9.23,0.015967998653650284
Q9Y5T5,P01106,1,254.57869056,24.0832,0.8090277314186096
Q93008,Q9H3R0,1,11.2884,4.09,0.038424864411354065
Q96JH7,Q9H040,1,1.9536,1.32,0.04457778111100197
P51784,Q9H040,1,2.4288,1.32,0.016940416768193245
Q9UPT9,Q15465,1,3.9996,1.32,0.03817971050739288
Q14694,Q9GZQ8,1,3.6432,1.32,0.15958938002586365
Q92995,Q92547,1,2.5344,1.32,0.07989490032196045
P51784,O00425,1,19.138944,10.4016,0.13991504907608032
Q6GQQ9,P35222,1,2.2,1.0,0.6610170602798462
Q9UGI0,Q8NEB9,1,3.6432,1.32,0.90468829870224
Q96FW1,P43246,1,3.6696,1.32,0.9790728688240051
Q9P275,Q05195,1,5.626368,3.8016,0.019329139962792397
Q53GS9,P37275,1,6.3344,4.28,0.7921492457389832
Q9NQC7,P42773,1,1.99,1.0,0.377291738986969
Q7L8S5,O14965,1,1.48,1.0,0.23843581974506378
Q8TEY7,P01106,1,52.98304,24.0832,0.7972152233123779
P54578,Q9UPN3,1,8.2176,4.28,0.002353198127821088
P54578,Q96RJ0,1,13.799808,3.8016,0.9282023906707764
P54578,P25963,1,6.2928,2.28,0.3486749529838562
Q9Y6I4,P04198,1,36.112928,18.1472,0.7853531837463379
Q9UPT9,P46937,1,13.067136,6.566399999999999,0.50654536485672
Q14694,Q8WX94,1,4.1952,2.28,0.8783097267150879
Q9UGI0,Q9ULT8,1,5.626368,3.8016,0.6280714869499207
Q86UV5,Q8N6T7,1,14.27904,9.648,0.32759004831314087
O94782,O95863,1,2.6268,1.32,0.7261623740196228
Q93009,Q16656,1,9.0115,3.35,0.9691116213798523
Q93009,P00519,1,72.54821376,6.566399999999999,0.38559672236442566
Q70EK8,P25963,1,2.28,2.28,0.2725723683834076
O94966,Q8IVP5,1,2.8776,1.32,0.007153743878006935
P62068,P26927,1,8.2176,4.28,0.07258480042219162
Q6GQQ9,O60341,1,2.904,1.32,0.4406530559062958
Q9Y6I4,Q01860,1,50.449216,18.1472,0.8535235524177551
Q92560,P60484,1,2.904,1.32,0.9844308495521545
Q8NB14,P01106,1,35.643136,24.0832,0.7746535539627075
O95630,P00533,1,56.015388,5.148,0.3749121427536011
O95630,P00533,1,56.015388,5.148,0.3749121427536011
Q93008,Q9H6Z9,1,5.94,1.0,0.29433971643447876
Q9P2H5,P03372,1,9.718272,6.566399999999999,0.5366072058677673
O94966,Q9Y6Q9,1,25.91424,11.7792,0.274641752243042
O94782,P62249,1,1.32,1.32,0.523699164390564
Q96BN8,P37023,1,10.568448,3.8016,0.838245689868927
Q70EK9,Q8WYQ5,1,4.3776,2.28,0.046844907104969025
Q9Y4E8,P35659,1,2.6268,1.32,0.9329498410224915
P09936,P25963,1,8.36352,3.8016,0.5427137613296509
Q8N5J2,P46937,1,1.48,1.0,0.6581692099571228
Q9UPT9,O75461,1,2.6268,1.32,0.7273178696632385
Q14694,P15880,1,1.9536,1.32,1.70557802903204e-06
Q6R6M4,Q16236,1,2.6268,1.32,0.9220529198646545
Q9Y4E8,P60842,1,9.328,4.24,0.25052061676979065
O94782,P55060,0,2.28,2.28,0.019805656746029854
O94782,Q13107,0,8.1391,4.09,0.04797004535794258
O94782,Q9H3U1,0,3.8016,3.8016,0.5258192420005798
O94782,O14544,0,1.32,1.32,0.49240514636039734
O94782,Q8IZ83,0,1.32,1.32,0.05990868806838989
O94782,O15131,0,17.3416,17.3416,0.0064581516198813915
O94782,Q5VXU3,0,2.28,2.28,0.6012393236160278
P35125,Q8N8A2,0,7.8621,2.19,0.3579205274581909
Q6R6M4,P0C7H9,0,1.27,1.0,0.04300575330853462
Q6R6M4,Q14145,0,10.4512,5.68,0.12296212464570999
Q9UPT9,Q96ES7,0,5.4264,1.36,0.3892049789428711
Q9UPT9,O15511,0,3.9864,1.32,0.04102390259504318
Q9UPT9,P41252,0,4.3776,2.28,0.00029388093389570713
Q9UPT9,Q6UWR7,0,2.5344,1.32,0.2719368040561676
Q9UPT9,Q15393,0,2.5344,1.32,0.002528537530452013
Q9UPT9,P61160,0,3.6696,1.32,0.10901371389627457
Q9UPT9,P29016,0,6.9084,2.28,0.2812490463256836
Q92995,Q15038,0,19.21128,2.28,0.2733684778213501
Q92995,Q9BUL9,0,1.9536,1.32,0.8165982961654663
Q92995,P55072,0,8.2764,2.28,0.18439559638500214
Q92995,P36957,0,25.6594,9.23,0.046525802463293076
Q92995,Q13571,0,2.4552,1.32,0.6514272689819336
P45974,Q9BZF1,0,5.626368,3.8016,0.3762555718421936
P45974,Q9BYV2,0,1.9536,1.32,0.05246002599596977
P45974,Q9NYL9,0,1.32,1.32,0.01341965887695551
P45974,P62140,0,2.5344,1.32,0.015476291999220848
P45974,Q96C12,0,9.23,9.23,0.013673064298927784
P45974,O00488,0,2.6268,1.32,0.9901496171951294
P51784,Q14781,0,24.8571,6.39,0.050676144659519196
P51784,Q96DT6,0,1.36,1.36,0.07077345997095108
P51784,P31689,0,1.9536,1.32,0.045376088470220566
P51784,Q6PIJ6,0,4.8262,4.09,0.011335675604641438
P51784,P0CG48,0,5.6684,1.0,0.02287932299077511
P51784,Q9UIA9,0,2.6904,2.28,0.001266489620320499
P51784,Q03060,0,1.5576,1.32,0.03454626724123955
Q9Y6I4,Q8N5D0,0,30.099456,16.3584,0.2834566533565521
Q9Y6I4,Q6FIF0,0,2.4288,1.32,0.6573450565338135
Q9Y6I4,Q15717,0,8.2764,2.28,0.05692286044359207
Q9Y6I4,P55884,0,1.32,1.32,0.19266203045845032
Q9Y6I4,Q92731,0,6.994944,3.8016,0.5343180894851685
Q9Y6I4,Q5T2W1,0,14.27904,9.648,0.2704615890979767
Q9Y6I4,P0CG48,0,2.18,1.0,0.021649105474352837
P21580,Q9H4A3,0,8.7381,2.19,0.2762705087661743
Q70EK9,A6NNY8,0,1.5576,1.32,0.024951312690973282
Q86UV5,P38159,0,1.9536,1.32,0.014939392916858196
Q86UV5,Q5XPI4,0,14.545152,12.3264,0.26765307784080505
Q9HBJ7,Q7Z434,0,18.243072,12.3264,0.00042160824523307383
Q96FW1,P31944,0,1.97,1.0,0.8170670866966248
Q96FW1,Q8WZ73,0,2.8776,1.32,0.08063961565494537
Q96FW1,Q9UNH7,0,8.9162,4.09,0.013296984136104584
Q96FW1,Q8TA86,0,1.18,1.0,0.009691007435321808
Q96FW1,O75460,0,2.8776,1.32,0.5687226057052612
Q9UGI0,Q15560,0,5.0556,1.32,0.7721816897392273
Q9UGI0,Q9Y508,0,3.3744,2.28,0.8905377984046936
Q5VV17,Q14315,0,1.36,1.36,6.43178282189183e-05
Q5VV17,P21333,0,6.0532,4.09,0.00010250130435451865
Q5VV17,Q92985,0,17.3416,17.3416,0.6247148513793945
Q5VV17,O14965,0,1.48,1.0,0.1510566622018814
Q9BXU7,Q9BXU7,0,8.5172,4.28,0.09077761322259903
Q92560,O75179,0,2.7813,2.19,0.46039894223213196
Q92560,Q9NQV6,0,75.655188,18.9612,0.6605634689331055
Q92560,A6NK58,0,2.4288,1.32,0.04220431670546532
Q92560,Q5T200,0,3.35,3.35,0.00048460697871632874
Q9UHP3,P04406,0,2.4288,1.32,0.061539147049188614
Q9Y2K6,P15374,0,1.9536,1.32,0.09064795076847076
Q9Y2K6,P55201,0,6.3344,4.28,0.07323823869228363
Q9Y2K6,Q96RY5,0,3.3744,2.28,0.8563894033432007
Q9Y2K6,P59942,0,1.5576,1.32,0.015161421149969101
Q9Y2K6,O00231,0,2.904,1.32,0.041755639016628265
Q13107,P19438,0,63.487355,3.13,0.07556218653917313
Q13107,Q92556,0,3.6696,1.32,0.3855440020561218
Q86T82,Q5UIP0,0,4.3776,2.28,0.40988820791244507
Q86T82,Q96EB6,0,24.529536,12.3264,0.5776523351669312
Q9Y5T5,Q86UY6,0,6.6665,3.35,0.4901760220527649
Q9Y5T5,Q96JN8,0,2.28,2.28,0.0680597722530365
Q70EK8,Q13867,0,1.32,1.32,0.9125542044639587
Q96BN8,Q9UDY8,0,14.054568,1.32,0.10493650287389755
P54578,Q12769,0,3.9864,1.32,0.04512515291571617
P54578,P12268,0,2.8776,1.32,0.5240484476089478
P54578,P62701,0,4.9704,2.28,0.6172811985015869
P54578,Q15645,0,2.6268,1.32,0.0360567606985569
P54578,Q9BVJ6,0,1.5576,1.32,0.11210323870182037
P54578,Q92905,0,4.9704,2.28,0.8396969437599182
P54578,O00479,0,1.5576,1.32,0.001028942409902811
P54578,P07948,0,4.9704,2.28,0.39933300018310547
O94966,P49327,0,6.164,3.35,0.2883063554763794
O94966,Q13107,0,7.5256,4.09,0.03375937044620514
O94966,P13473,0,5.016,2.28,0.34310945868492126
O94966,Q9BUN8,0,3.02,1.0,0.01795927807688713
Q9H0E7,P48431,0,32.746176,11.7792,0.45504406094551086
Q9H0E7,P62195,0,3.6696,1.32,0.09480372071266174
Q9H0E7,P61964,0,7.565184,3.8016,0.15283392369747162
Q9H0E7,O95997,0,2.6268,1.32,0.5143093466758728
Q9H0E7,P62191,0,9.313,3.35,0.10355842113494873
P46736,O96015,0,1.32,1.32,0.05604417622089386
P46736,O75150,0,5.016,2.28,0.024114543572068214
P54252,Q14CB8,0,2.6797,1.0,0.10159606486558914
P54252,Q9BUB5,0,1.58,1.0,0.2670833170413971
P54252,Q9P2J5,0,3.02,1.0,0.2073518931865692
P54252,P11182,0,3.03,1.0,0.02624625712633133
P54252,Q02978,0,2.18,1.0,0.0096207270398736
Q4G0A6,O43164,0,1.84,1.0,0.046786773949861526
Q9UPU5,Q9NZN8,0,2.28,2.28,0.974170982837677
P40818,O75791,0,7.5538,1.0,0.2625337541103363
P40818,Q69YN4,0,8.1391,4.09,0.10496678948402405
P40818,O43633,0,7.062,1.32,0.3664371967315674
P40818,P42765,0,2.5344,1.32,0.026652270928025246
P40818,P13164,0,4.5372,2.28,0.02255851775407791
P40818,P42858,0,12.3927,4.09,0.9466801881790161
P40818,P04150,0,19.830528,6.566399999999999,0.5329462289810181
Q8N5J2,Q15038,0,2.2,1.0,0.145258367061615
Q9NQC7,Q96CV9,0,77.81175072,5.596800000000001,0.8748534321784973
Q9NQC7,Q04637,0,3.6696,1.32,0.661526083946228
Q9NQC7,Q8WVX9,0,2.5344,1.32,3.0487397452816367e-05
Q96JH7,Q9HD20,0,1.92,1.0,0.17015331983566284
Q01804,P05452,0,1.36,1.36,0.19267530739307404
Q96RU2,Q12792,0,1.32,1.32,0.0036164086777716875
Q96RU2,Q8TCT7,0,1.5576,1.32,0.9309473037719727
Q96RU2,Q86SX3,0,1.5576,1.32,0.0027554137632250786
Q96RU2,P14555,0,1.9536,1.32,0.005358556751161814
Q96DC9,O95863,0,1.9536,1.32,0.8256049156188965
Q93009,Q5STR5,0,1.36,1.36,0.008714316412806511
Q93009,P13693,0,1.99,1.0,0.5509873032569885
Q93009,Q9UPN3,0,7.8752,4.28,0.002275478793308139
Q93009,P35613,0,1.9536,1.32,0.046862609684467316
Q93009,P17181,0,4.5372,2.28,0.33850932121276855
Q93009,O60356,0,13.953456,1.32,0.16881495714187622
Q93009,P36873,0,13.953456,1.32,0.015479066409170628
Q93009,P63027,0,2.78,1.0,0.16363707184791565
Q93009,P78347,0,3.6696,1.32,0.009942851960659027
Q93009,Q16543,0,3.6432,1.32,0.03739006072282791
Q93009,Q969Q1,0,35.753136,17.966399999999997,0.13081033527851105
Q93009,P41002,0,4.5372,2.28,0.9399792551994324
Q93009,P15923,0,53.39765376,10.4016,0.9855336546897888
Q93009,O00308,0,26.874816,9.6672,0.3342666029930115
Q93009,Q8IY57,0,44.475552,15.9984,0.9330260753631592
Q93009,Q9NX47,0,13.067136,6.566399999999999,0.10224803537130356
Q93009,Q9H6Z9,0,2.2,1.0,0.28339704871177673
Q93009,Q9Y3C5,0,5.352336,1.32,0.12242356687784195
Q93009,Q86SQ0,0,67.115536,33.7264,0.7053194642066956
Q93009,P33778,0,37.804688,17.3416,0.995739221572876
Q93009,Q8NBN3,0,3.35,3.35,0.5378071665763855
Q93009,Q92731,0,47.1586368,5.596800000000001,0.5343186259269714
Q93009,Q9Y6K1,0,91.638495,4.09,0.22320428490638733
Q53GS9,O43159,0,2.1488,1.36,0.07754655927419662
Q53GS9,Q04771,0,17.69424056,4.2568,0.6194560527801514
Q53GS9,O60885,0,6.0532,4.09,0.020090417936444283
Q7L8S5,Q8N1B4,0,1.32,1.32,0.0006359766121022403
Q7L8S5,P37198,0,1.99,1.0,0.14084772765636444
Q9P275,P60006,0,1.18,1.0,0.0042122285813093185
Q9P275,P54652,0,2.5344,1.32,0.00910363532602787
Q70EL4,Q8WZ73,0,3.3744,2.28,0.11080007255077362
P15374,P12268,0,3.3744,2.28,0.3477588891983032
Q70CQ1,O95071,0,19.19952,9.648,0.21473044157028198
Q70CQ1,Q96S55,0,1.9536,1.32,0.0035848866682499647
Q70CQ1,P42704,0,5.0504,4.28,0.0003929487429559231
Q8TEY7,P24001,0,3.9864,1.32,0.4932052195072174
Q8TEY7,Q13618,0,10.060644,1.32,0.02353842929005623
Q8TEY7,Q9Y4E8,0,2.4288,1.32,0.03859540447592735
Q8TEY7,O95714,0,14.314752,6.566399999999999,0.14618150889873505
Q96G74,P13807,0,2.4288,1.32,0.06305822730064392
Q96G74,P30876,0,2.4288,1.32,0.0015418834518641233
O15372,Q9P2A4,0,4.713984,1.32,0.29755455255508423
Q9Y4E8,O95777,0,1.96,1.0,0.03486233577132225
Q9Y4E8,Q13228,0,2.2,1.0,0.0016585735138505697
Q9Y4E8,P35637,0,32.27796,8.892,0.09625747054815292
Q9Y4E8,P00540,0,6.336,2.88,0.47041475772857666
Q9Y4E8,Q9BQ48,0,1.18,1.0,0.004908770322799683
Q9Y4E8,Q13033,0,6.336,2.88,0.2378341108560562
Q9Y4E8,Q9HBH9,0,6.336,2.88,0.3622346520423889
Q9Y4E8,Q9BY43,0,2.2,1.0,0.16478592157363892
Q9Y4E8,P84243,0,9.328,4.24,0.05399647355079651
Q504Q3,Q13247,0,1.32,1.32,0.6961238384246826
O00487,P10515,0,1.7272,1.36,0.04453442245721817
O00487,Q9BRP4,0,3.5768,1.36,0.1325945258140564
O00487,Q8TAK6,0,2.6656,1.36,0.8492473363876343
Q9UK80,O43896,0,5.626368,3.8016,0.1677229404449463
Q9UK80,P36402,0,5.626368,3.8016,0.32309216260910034
Q9UK80,O15084,0,1.5576,1.32,0.28692615032196045
Q70CQ2,Q8N5H7,0,2.28,2.28,0.25011128187179565
O95630,Q7Z7A4,0,5.4372,2.76,0.047247156500816345
Q6GQQ9,Q9UM11,0,2.904,1.32,0.05534979701042175
Q6GQQ9,Q13501,0,13.953456,1.32,0.3756454586982727
Q6GQQ9,Q9H845,0,1.48,1.0,0.011305185966193676
Q6GQQ9,P20618,0,1.99,1.0,0.013166669756174088
Q6GQQ9,Q9NWT6,0,1.9536,1.32,0.0985199585556984
Q14694,O75385,0,4.3143,2.19,0.4823797643184662
Q14694,O00571,0,25.95312,9.648,0.4155747890472412
Q14694,Q8WXF1,0,16.9832,9.23,0.025950558483600616
Q14694,Q8WVV9,0,1.9536,1.32,0.8063072562217712
Q14694,O95199,0,1.5576,1.32,0.02610672079026699
Q14694,Q86SE9,0,8.287488,3.8016,0.8745650053024292
Q14694,O75170,0,4.1952,2.28,0.05967177078127861
Q14694,P46531,0,10.117,3.35,0.6795297265052795
Q14694,O94874,0,4.8262,4.09,0.0007910628919489682
Q14694,Q13501,0,3.6432,1.32,0.3891840875148773
Q14694,Q13310,0,33.5049,9.23,0.058079686015844345
Q14694,P06733,0,2.4288,1.32,0.8427538275718689
Q14694,Q8TEQ6,0,13.799808,3.8016,0.12698893249034882
